t,tau_R
3.16,1.0100000000000002
3.17,1.0100000000000002
3.18,1.0100000000000002
3.19,1.0100000000000002
3.2,1.0100000000000002
3.21,1.0100000000000002
3.22,1.0100000000000002
3.23,1.0100000000000002
3.24,1.0100000000000002
3.25,1.0100000000000002
3.2600000000000002,1.0100000000000002
3.27,1.0100000000000002
3.2800000000000002,1.0100000000000002
3.29,1.0100000000000002
3.3000000000000003,1.0100000000000002
3.31,1.0100000000000002
3.3200000000000003,1.0100000000000002
3.33,1.0100000000000002
3.34,1.0100000000000002
3.35,1.0100000000000002
3.36,1.0100000000000002
3.37,1.0100000000000002
3.38,1.0100000000000002
3.39,1.0100000000000002
3.4,1.0100000000000002
3.41,1.0100000000000002
3.42,1.0100000000000002
3.43,1.0100000000000002
3.44,1.0100000000000002
3.45,1.0100000000000002
3.46,1.0100000000000002
3.47,1.0100000000000002
3.48,1.0100000000000002
3.49,1.0100000000000002
3.5,1.0100000000000002
3.5100000000000002,1.0100000000000002
3.52,1.0100000000000002
3.5300000000000002,1.0100000000000002
3.54,1.0100000000000002
3.5500000000000003,1.0100000000000002
3.56,1.0100000000000002
3.5700000000000003,1.0100000000000002
3.58,1.0100000000000002
3.59,1.0100000000000002
3.6,1.0100000000000002
3.61,1.0100000000000002
3.62,1.0100000000000002
3.63,1.0100000000000002
3.64,1.0100000000000002
3.65,1.0100000000000002
3.66,1.0100000000000002
3.67,1.0100000000000002
3.68,1.0100000000000002
3.69,1.0100000000000002
3.7,1.0100000000000002
3.71,1.0100000000000002
3.72,1.0100000000000002
3.73,1.0100000000000002
3.74,1.0100000000000002
3.75,1.0100000000000002
3.7600000000000002,0.9999999999999996
3.77,0.9999999999999996
3.7800000000000002,0.9999999999999996
3.79,0.9999999999999996
3.8000000000000003,0.9999999999999996
3.81,0.9999999999999996
3.8200000000000003,0.9999999999999996
3.83,0.9999999999999996
3.84,0.9999999999999996
3.85,0.9999999999999996
3.86,0.9999999999999996
3.87,0.9999999999999996
3.88,0.9999999999999996
3.89,0.9999999999999996
3.9,0.9999999999999996
3.91,0.9999999999999996
3.92,0.9999999999999996
3.93,0.9999999999999996
3.94,0.9999999999999996
3.95,0.9999999999999996
3.96,0.9999999999999996
3.97,0.9999999999999996
3.98,0.9999999999999996
3.99,0.9999999999999996
4.0,0.9999999999999996
4.01,0.9999999999999996
4.0200000000000005,0.9999999999999996
4.03,0.9999999999999996
4.04,0.9999999999999996
4.05,0.9999999999999996
4.0600000000000005,0.9999999999999996
4.07,0.9999999999999996
4.08,0.9999999999999996
4.09,0.9999999999999996
4.1,0.9999999999999996
4.11,0.9999999999999996
4.12,0.9999999999999996
4.13,0.9999999999999996
4.14,0.9999999999999996
4.15,0.9999999999999996
4.16,0.9999999999999996
4.17,0.9999999999999996
4.18,0.9999999999999996
4.19,0.9999999999999996
4.2,0.9999999999999996
4.21,0.9999999999999996
4.22,0.9999999999999996
4.23,0.9999999999999996
4.24,0.9999999999999996
4.25,0.9999999999999996
4.26,0.9999999999999996
4.2700000000000005,0.9999999999999996
4.28,0.9999999999999996
4.29,0.9999999999999996
4.3,0.9999999999999996
4.3100000000000005,0.9999999999999996
4.32,0.9999999999999996
4.33,0.9999999999999996
4.34,0.9999999999999996
4.3500000000000005,0.9999999999999996
4.36,0.9999999999999996
4.37,0.9999999999999996
4.38,0.9999999999999996
4.39,0.9999999999999996
4.4,0.9999999999999996
4.41,0.9999999999999996
4.42,0.9999999999999996
4.43,0.9999999999999996
4.44,0.9999999999999996
4.45,0.9999999999999996
4.46,0.9999999999999996
4.47,0.9999999999999996
4.48,0.9999999999999996
4.49,0.9999999999999996
4.5,0.9999999999999996
4.51,0.9999999999999996
4.5200000000000005,0.9999999999999996
4.53,0.9999999999999996
4.54,0.9999999999999996
4.55,0.9999999999999996
4.5600000000000005,0.9999999999999996
4.57,0.9999999999999996
4.58,0.9999999999999996
4.59,0.9999999999999996
4.6000000000000005,0.9999999999999996
4.61,0.9999999999999996
4.62,0.9999999999999996
4.63,0.9999999999999996
4.64,0.9999999999999996
4.65,0.9999999999999996
4.66,0.9999999999999996
4.67,0.9999999999999996
4.68,0.9999999999999996
4.69,0.9999999999999996
4.7,0.9999999999999996
4.71,0.9999999999999996
4.72,0.9999999999999996
4.73,0.9999999999999996
4.74,0.9999999999999996
4.75,0.9999999999999996
4.76,1.0
4.7700000000000005,1.0
4.78,1.0
4.79,1.0
4.8,1.0
4.8100000000000005,1.0
4.82,1.0
4.83,1.0
4.84,1.0
4.8500000000000005,1.0
4.86,1.0
4.87,1.0
4.88,1.0
4.89,1.0
4.9,1.0
4.91,1.0
4.92,1.0
4.93,1.0
4.94,1.0
4.95,1.0
4.96,1.0
4.97,1.0
4.98,1.0
4.99,1.0
5.0,1.0
5.01,1.0
5.0200000000000005,1.0
5.03,1.0
5.04,1.0
5.05,1.0
5.0600000000000005,1.0
5.07,1.0
5.08,1.0
5.09,1.0
5.1000000000000005,1.0
5.11,1.0
5.12,1.0
5.13,1.0
5.14,1.0
5.15,1.0
5.16,1.0
5.17,1.0
5.18,1.0
5.19,1.0
5.2,1.0
5.21,1.0
5.22,1.0
5.23,1.0
5.24,1.0
5.25,1.0
5.26,1.0
5.2700000000000005,1.0
5.28,1.0
5.29,1.0
5.3,1.0
5.3100000000000005,1.0
5.32,1.0
5.33,1.0
5.34,1.0
5.3500000000000005,1.0
5.36,1.0
5.37,1.0
5.38,1.0
5.39,1.0
5.4,1.0
5.41,1.0
5.42,1.0
5.43,1.0
5.44,1.0
5.45,1.0
5.46,1.0
5.47,1.0
5.48,1.0
5.49,1.0
5.5,1.0
5.51,1.0
5.5200000000000005,1.0
5.53,1.0
5.54,1.0
5.55,1.0
5.5600000000000005,1.0
5.57,1.0
5.58,1.0
5.59,1.0
5.6000000000000005,1.0
5.61,1.0
5.62,1.0
5.63,1.0
5.64,1.0
5.65,1.0
5.66,1.0
5.67,1.0
5.68,1.0
5.69,1.0
5.7,1.0
5.71,1.0
5.72,1.0
5.73,1.0
5.74,1.0
5.75,1.0
5.76,1.0
5.7700000000000005,1.0
5.78,1.0
5.79,1.0
5.8,1.0
5.8100000000000005,1.0
5.82,1.0
5.83,1.0
5.84,1.0
5.8500000000000005,1.0
5.86,1.0
5.87,1.0
5.88,1.0
5.89,1.0
5.9,1.0
5.91,1.0
5.92,1.0
5.93,1.0
5.94,1.0
5.95,1.0
5.96,1.0
5.97,1.0
5.98,1.0
5.99,1.0
6.0,1.0
6.01,1.0
6.0200000000000005,1.0
6.03,1.0
6.04,1.0
6.05,1.0
6.0600000000000005,1.0
6.07,1.0
6.08,1.0
6.09,1.0
6.1000000000000005,1.0
6.11,1.0
6.12,1.0
6.13,1.0
6.140000000000001,1.0
6.15,1.0
6.16,1.0
6.17,1.0
6.18,1.0
6.19,1.0
6.2,1.0
6.21,1.0
6.22,1.0
6.23,1.0
6.24,1.0
6.25,1.0
6.26,1.0
6.2700000000000005,1.0
6.28,1.0
6.29,1.0
6.3,1.0
6.3100000000000005,1.0
6.32,1.0
6.33,1.0
6.34,1.0
6.3500000000000005,1.0
6.36,1.0
6.37,1.0
6.38,1.0
6.390000000000001,1.0
6.4,1.0
6.41,1.0
6.42,1.0
6.43,1.0
6.44,1.0
6.45,1.0
6.46,1.0
6.47,1.0
6.48,1.0
6.49,1.0
6.5,1.0
6.51,1.0
6.5200000000000005,1.0
6.53,1.0
6.54,1.0
6.55,1.0
6.5600000000000005,1.0
6.57,1.0
6.58,1.0
6.59,1.0
6.6000000000000005,1.0
6.61,1.0
6.62,1.0
6.63,1.0
6.640000000000001,1.0
6.65,1.0
6.66,1.0
6.67,1.0
6.68,1.0
6.69,1.0
6.7,1.0
6.71,1.0
6.72,1.0
6.73,1.0
6.74,1.0
6.75,1.0
6.76,1.0
6.7700000000000005,1.0
6.78,1.0
6.79,1.0
6.8,1.0
6.8100000000000005,1.0
6.82,1.0
6.83,1.0
6.84,1.0
6.8500000000000005,1.0
6.86,1.0
6.87,1.0
6.88,1.0
6.890000000000001,1.0
6.9,1.0
6.91,1.0
6.92,1.0
6.93,1.0
6.94,1.0
6.95,1.0
6.96,1.0
6.97,1.0
6.98,1.0
6.99,1.0
7.0,1.0
7.01,1.0
7.0200000000000005,1.0
7.03,1.0
7.04,1.0
7.05,1.0
7.0600000000000005,1.0
7.07,1.0
7.08,1.0
7.09,1.0
7.1000000000000005,1.0
7.11,1.0
7.12,1.0
7.13,1.0
7.140000000000001,1.0
7.15,1.0
7.16,1.0
7.17,1.0
7.18,1.0
7.19,1.0
7.2,1.0
7.21,1.0
7.22,1.0
7.23,1.0
7.24,1.0
7.25,1.0
7.26,1.0
7.2700000000000005,1.0
7.28,1.0
7.29,1.0
7.3,1.0
7.3100000000000005,1.0
7.32,1.0
7.33,1.0
7.34,1.0
7.3500000000000005,1.0
7.36,1.0
7.37,1.0
7.38,1.0
7.390000000000001,1.0
7.4,1.0
7.41,1.0
7.42,1.0
7.43,1.0
7.44,1.0
7.45,1.0
7.46,1.0
7.47,1.0
7.48,1.0
7.49,1.0
7.5,1.0
7.51,1.0
7.5200000000000005,1.0
7.53,1.0
7.54,1.0
7.55,1.0
7.5600000000000005,1.0
7.57,1.0
7.58,1.0
7.59,1.0
7.6000000000000005,1.0
7.61,1.0
7.62,1.0
7.63,1.0
7.640000000000001,1.0
7.65,1.0
7.66,1.0
7.67,1.0
7.68,1.0
7.69,1.0
7.7,1.0
7.71,1.0
7.72,1.0
7.73,1.0
7.74,1.0
7.75,1.0
7.76,0.9900000000000002
7.7700000000000005,0.9900000000000002
7.78,0.9900000000000002
7.79,0.9900000000000002
7.8,0.9900000000000002
7.8100000000000005,0.9900000000000002
7.82,0.9900000000000002
7.83,0.9900000000000002
7.84,0.9900000000000002
7.8500000000000005,0.9900000000000002
7.86,0.9900000000000002
7.87,0.9900000000000002
7.88,0.9900000000000002
7.890000000000001,0.9900000000000002
7.9,0.9900000000000002
7.91,0.9900000000000002
7.92,0.9900000000000002
7.930000000000001,0.9900000000000002
7.94,0.9900000000000002
7.95,0.9900000000000002
7.96,0.9900000000000002
7.97,0.9900000000000002
7.98,0.9900000000000002
7.99,0.9900000000000002
8.0,0.9900000000000002
8.01,0.9900000000000002
8.02,0.9900000000000002
8.03,0.9900000000000002
8.040000000000001,0.9900000000000002
8.05,0.9900000000000002
8.06,0.9900000000000002
8.07,0.9900000000000002
8.08,0.9900000000000002
8.09,0.9900000000000002
8.1,0.9900000000000002
8.11,0.9900000000000002
8.120000000000001,0.9900000000000002
8.13,0.9900000000000002
8.14,0.9900000000000002
8.15,0.9900000000000002
8.16,0.9900000000000002
8.17,0.9900000000000002
8.18,0.9900000000000002
8.19,0.9900000000000002
8.2,0.9900000000000002
8.21,0.9900000000000002
8.22,0.9900000000000002
8.23,0.9900000000000002
8.24,0.9900000000000002
8.25,0.9900000000000002
8.26,0.9900000000000002
8.27,0.9900000000000002
8.28,0.9900000000000002
8.290000000000001,0.9900000000000002
8.3,0.9900000000000002
8.31,0.9900000000000002
8.32,0.9900000000000002
8.33,0.9900000000000002
8.34,0.9900000000000002
8.35,0.9900000000000002
8.36,0.9900000000000002
8.370000000000001,0.9900000000000002
8.38,0.9900000000000002
8.39,0.9900000000000002
8.4,0.9900000000000002
8.41,0.9900000000000002
8.42,0.9900000000000002
8.43,0.9900000000000002
8.44,0.9900000000000002
8.45,0.9900000000000002
8.46,0.9900000000000002
8.47,0.9900000000000002
8.48,0.9900000000000002
8.49,0.9900000000000002
8.5,0.9900000000000002
8.51,0.9900000000000002
8.52,0.9900000000000002
8.53,0.9900000000000002
8.540000000000001,0.9900000000000002
8.55,0.9900000000000002
8.56,0.9900000000000002
8.57,0.9900000000000002
8.58,0.9900000000000002
8.59,0.9900000000000002
8.6,0.9900000000000002
8.61,0.9900000000000002
8.620000000000001,0.9900000000000002
8.63,0.9900000000000002
8.64,0.9900000000000002
8.65,0.9900000000000002
8.66,0.9900000000000002
8.67,0.9900000000000002
8.68,0.9900000000000002
8.69,0.9900000000000002
8.700000000000001,0.9900000000000002
8.71,0.9900000000000002
8.72,0.9900000000000002
8.73,0.9900000000000002
8.74,0.9900000000000002
8.75,1.0099999999999998
8.76,1.0099999999999998
8.77,1.0099999999999998
8.78,1.0099999999999998
8.790000000000001,1.0099999999999998
8.8,1.0099999999999998
8.81,1.0099999999999998
8.82,1.0099999999999998
8.83,1.0099999999999998
8.84,1.0099999999999998
8.85,1.0099999999999998
8.86,1.0099999999999998
8.870000000000001,1.0099999999999998
8.88,1.0099999999999998
8.89,1.0099999999999998
8.9,1.0099999999999998
8.91,1.0099999999999998
8.92,1.0099999999999998
8.93,1.0099999999999998
8.94,1.0099999999999998
8.950000000000001,1.0099999999999998
8.96,1.0099999999999998
8.97,1.0099999999999998
8.98,1.0099999999999998
8.99,1.0099999999999998
9.0,1.0099999999999998
9.01,1.0099999999999998
9.02,1.0099999999999998
9.03,1.0099999999999998
9.040000000000001,1.0099999999999998
9.05,1.0099999999999998
9.06,1.0099999999999998
9.07,1.0099999999999998
9.08,1.0099999999999998
9.09,1.0099999999999998
9.1,1.0099999999999998
9.11,1.0099999999999998
9.120000000000001,1.0099999999999998
9.13,1.0099999999999998
9.14,1.0099999999999998
9.15,1.0099999999999998
9.16,1.0099999999999998
9.17,1.0099999999999998
9.18,1.0099999999999998
9.19,1.0099999999999998
9.200000000000001,1.0099999999999998
9.21,1.0099999999999998
9.22,1.0099999999999998
9.23,1.0099999999999998
9.24,1.0099999999999998
9.25,1.0099999999999998
9.26,1.0099999999999998
9.27,1.0099999999999998
9.28,1.0099999999999998
9.290000000000001,1.0099999999999998
9.3,1.0099999999999998
9.31,1.0099999999999998
9.32,1.0099999999999998
9.33,1.0099999999999998
9.34,1.0099999999999998
9.35,1.0099999999999998
9.36,1.0099999999999998
9.370000000000001,1.0099999999999998
9.38,1.0099999999999998
9.39,1.0099999999999998
9.4,1.0099999999999998
9.41,1.0099999999999998
9.42,1.0099999999999998
9.43,1.0099999999999998
9.44,1.0099999999999998
9.450000000000001,1.0099999999999998
9.46,1.0099999999999998
9.47,1.0099999999999998
9.48,1.0099999999999998
9.49,1.0099999999999998
9.5,1.0099999999999998
9.51,1.0099999999999998
9.52,1.0099999999999998
9.53,1.0099999999999998
9.540000000000001,1.0099999999999998
9.55,1.0099999999999998
9.56,1.0099999999999998
9.57,1.0099999999999998
9.58,1.0099999999999998
9.59,1.0099999999999998
9.6,1.0099999999999998
9.61,1.0099999999999998
9.620000000000001,1.0099999999999998
9.63,1.0099999999999998
9.64,1.0099999999999998
9.65,1.0099999999999998
9.66,1.0099999999999998
9.67,1.0099999999999998
9.68,1.0099999999999998
9.69,1.0099999999999998
9.700000000000001,1.0099999999999998
9.71,1.0099999999999998
9.72,1.0099999999999998
9.73,1.0099999999999998
9.74,1.0099999999999998
9.75,1.0099999999999998
9.76,1.0099999999999998
9.77,1.0099999999999998
9.78,1.0099999999999998
9.790000000000001,1.0099999999999998
9.8,1.0099999999999998
9.81,1.0099999999999998
9.82,1.0099999999999998
9.83,1.0099999999999998
9.84,1.0099999999999998
9.85,1.0099999999999998
9.86,1.0099999999999998
9.870000000000001,1.0099999999999998
9.88,1.0099999999999998
9.89,1.0099999999999998
9.9,1.0099999999999998
9.91,1.0099999999999998
9.92,1.0099999999999998
9.93,1.0099999999999998
9.94,1.0099999999999998
9.950000000000001,1.0099999999999998
9.96,1.0099999999999998
9.97,1.0099999999999998
9.98,1.0099999999999998
9.99,1.0099999999999998
