t,tau_R
1.41,0.9999908078846773
1.42,0.9999908078846773
1.43,0.9999908078846773
1.44,0.9999908078846773
1.45,0.9999908078846773
1.46,0.9999908078846773
1.47,0.9999908078846773
1.48,0.9999908078846773
1.49,0.9999908078846773
1.5,0.9999908078846773
1.51,0.9999908078846773
1.52,0.9999908078846773
1.53,0.9999908078846773
1.54,0.9999908078846773
1.55,0.9999908078846773
1.56,0.9999908078846773
1.57,0.9999908078846773
1.58,0.9999908078846773
1.59,0.9999908078846773
1.6,0.9999908078846773
1.61,0.9999908078846773
1.62,0.9999908078846773
1.6300000000000001,0.9999908078846773
1.6400000000000001,0.9999908078846773
1.6500000000000001,0.9999908078846773
1.6600000000000001,0.9999908078846773
1.67,0.9999908078846773
1.68,0.9999908078846773
1.69,0.9999908078846773
1.7,0.9999908078846773
1.71,0.9999908078846773
1.72,0.9999908078846773
1.73,0.9999908078846773
1.74,0.9999908078846773
1.75,1.000328505228078
1.76,1.000328505228078
1.77,1.000328505228078
1.78,1.000328505228078
1.79,1.000328505228078
1.8,1.000328505228078
1.81,1.000328505228078
1.82,1.000328505228078
1.83,1.000328505228078
1.84,1.000328505228078
1.85,1.000328505228078
1.86,1.000328505228078
1.87,1.000328505228078
1.8800000000000001,1.000328505228078
1.8900000000000001,1.000328505228078
1.9000000000000001,1.000328505228078
1.9100000000000001,1.000328505228078
1.92,1.000328505228078
1.93,1.000328505228078
1.94,1.000328505228078
1.95,1.000328505228078
1.96,1.000328505228078
1.97,1.000328505228078
1.98,1.000328505228078
1.99,1.000328505228078
2.0,1.000328505228078
2.0100000000000002,1.000328505228078
2.02,1.000328505228078
2.0300000000000002,1.000328505228078
2.04,1.000328505228078
2.05,1.000328505228078
2.06,1.000328505228078
2.07,1.000328505228078
2.08,1.000328505228078
2.09,1.000328505228078
2.1,1.000328505228078
2.11,1.000328505228078
2.12,1.000328505228078
2.13,1.000328505228078
2.14,1.000328505228078
2.15,1.000328505228078
2.16,1.000328505228078
2.17,1.000328505228078
2.18,1.000328505228078
2.19,1.000328505228078
2.2,1.000328505228078
2.21,1.000328505228078
2.22,1.000328505228078
2.23,1.000328505228078
2.24,1.000328505228078
2.25,1.000328505228078
2.2600000000000002,1.000328505228078
2.27,1.000328505228078
2.2800000000000002,1.000328505228078
2.29,1.000328505228078
2.3000000000000003,1.000328505228078
2.31,1.000328505228078
2.32,1.000328505228078
2.33,1.000328505228078
2.34,1.000328505228078
2.35,1.000328505228078
2.36,1.000328505228078
2.37,1.000328505228078
2.38,1.000328505228078
2.39,1.000328505228078
2.4,1.000328505228078
2.41,1.000328505228078
2.42,1.000328505228078
2.43,1.000328505228078
2.44,1.000328505228078
2.45,1.000328505228078
2.46,1.000328505228078
2.47,1.000328505228078
2.48,1.000328505228078
2.49,1.000328505228078
2.5,1.000328505228078
2.5100000000000002,1.000328505228078
2.52,1.000328505228078
2.5300000000000002,1.000328505228078
2.54,1.000328505228078
2.5500000000000003,1.000328505228078
2.56,1.000328505228078
2.57,1.000328505228078
2.58,1.000328505228078
2.59,1.000328505228078
2.6,1.000328505228078
2.61,1.000328505228078
2.62,1.000328505228078
2.63,1.000328505228078
2.64,1.000328505228078
2.65,1.000328505228078
2.66,1.000328505228078
2.67,1.000328505228078
2.68,1.000328505228078
2.69,1.000328505228078
2.7,1.000328505228078
2.71,1.000328505228078
2.72,1.000328505228078
2.73,1.000328505228078
2.74,1.000328505228078
2.75,1.0009163152309104
2.7600000000000002,1.0009163152309104
2.77,1.0009163152309104
2.7800000000000002,1.0009163152309104
2.79,1.0009163152309104
2.8000000000000003,1.0009163152309104
2.81,1.0009163152309104
2.82,1.0009163152309104
2.83,1.0009163152309104
2.84,1.0009163152309104
2.85,1.0009163152309104
2.86,1.0009163152309104
2.87,1.0009163152309104
2.88,1.0009163152309104
2.89,1.0009163152309104
2.9,1.0009163152309104
2.91,1.0009163152309104
2.92,1.0009163152309104
2.93,1.0009163152309104
2.94,1.0009163152309104
2.95,1.0009163152309104
2.96,1.0009163152309104
2.97,1.0009163152309104
2.98,1.0009163152309104
2.99,1.0009163152309104
3.0,1.0009163152309104
3.0100000000000002,1.0009163152309104
3.02,1.0009163152309104
3.0300000000000002,1.0009163152309104
3.04,1.0009163152309104
3.0500000000000003,1.0009163152309104
3.06,1.0009163152309104
3.0700000000000003,1.0009163152309104
3.08,1.0009163152309104
3.09,1.0009163152309104
3.1,1.0009163152309104
3.11,1.0009163152309104
3.12,1.0009163152309104
3.13,1.0009163152309104
3.14,1.0009163152309104
3.15,1.0009163152309104
3.16,1.0009163152309104
3.17,1.0009163152309104
3.18,1.0009163152309104
3.19,1.0009163152309104
3.2,1.0009163152309104
3.21,1.0009163152309104
3.22,1.0009163152309104
3.23,1.0009163152309104
3.24,1.0009163152309104
3.25,1.0009163152309104
3.2600000000000002,1.0009163152309104
3.27,1.0009163152309104
3.2800000000000002,1.0009163152309104
3.29,1.0009163152309104
3.3000000000000003,1.0009163152309104
3.31,1.0009163152309104
3.3200000000000003,1.0009163152309104
3.33,1.0009163152309104
3.34,1.0009163152309104
3.35,1.0009163152309104
3.36,1.0009163152309104
3.37,1.0009163152309104
3.38,1.0009163152309104
3.39,1.0009163152309104
3.4,1.0009163152309104
3.41,1.0009163152309104
3.42,1.0009163152309104
3.43,1.0009163152309104
3.44,1.0009163152309104
3.45,1.0009163152309104
3.46,1.0009163152309104
3.47,1.0009163152309104
3.48,1.0009163152309104
3.49,1.0009163152309104
3.5,1.0009163152309104
3.5100000000000002,1.0009163152309104
3.52,1.0009163152309104
3.5300000000000002,1.0009163152309104
3.54,1.0009163152309104
3.5500000000000003,1.0009163152309104
3.56,1.0009163152309104
3.5700000000000003,1.0009163152309104
3.58,1.0009163152309104
3.59,1.0009163152309104
3.6,1.0009163152309104
3.61,1.0009163152309104
3.62,1.0009163152309104
3.63,1.0009163152309104
3.64,1.0009163152309104
3.65,1.0009163152309104
3.66,1.0009163152309104
3.67,1.0009163152309104
3.68,1.0009163152309104
3.69,1.0009163152309104
3.7,1.0009163152309104
3.71,1.0009163152309104
3.72,1.0009163152309104
3.73,1.0009163152309104
3.74,1.0009163152309104
3.75,1.0009163152309104
3.7600000000000002,0.9996456037733843
3.77,0.9996456037733843
3.7800000000000002,0.9996456037733843
3.79,0.9996456037733843
3.8000000000000003,0.9996456037733843
3.81,0.9996456037733843
3.8200000000000003,0.9996456037733843
3.83,0.9996456037733843
3.84,0.9996456037733843
3.85,0.9996456037733843
3.86,0.9996456037733843
3.87,0.9996456037733843
3.88,0.9996456037733843
3.89,0.9996456037733843
3.9,0.9996456037733843
3.91,0.9996456037733843
3.92,0.9996456037733843
3.93,0.9996456037733843
3.94,0.9996456037733843
3.95,0.9996456037733843
3.96,0.9996456037733843
3.97,0.9996456037733843
3.98,0.9996456037733843
3.99,0.9996456037733843
4.0,0.9996456037733843
4.01,0.9996456037733843
4.0200000000000005,0.9996456037733843
4.03,0.9996456037733843
4.04,0.9996456037733843
4.05,0.9996456037733843
4.0600000000000005,0.9996456037733843
4.07,0.9996456037733843
4.08,0.9996456037733843
4.09,0.9996456037733843
4.1,0.9996456037733843
4.11,0.9996456037733843
4.12,0.9996456037733843
4.13,0.9996456037733843
4.14,0.9996456037733843
4.15,0.9996456037733843
4.16,0.9996456037733843
4.17,0.9996456037733843
4.18,0.9996456037733843
4.19,0.9996456037733843
4.2,0.9996456037733843
4.21,0.9996456037733843
4.22,0.9996456037733843
4.23,0.9996456037733843
4.24,0.9996456037733843
4.25,0.9996456037733843
4.26,0.9996456037733843
4.2700000000000005,0.9996456037733843
4.28,0.9996456037733843
4.29,0.9996456037733843
4.3,0.9996456037733843
4.3100000000000005,0.9996456037733843
4.32,0.9996456037733843
4.33,0.9996456037733843
4.34,0.9996456037733843
4.3500000000000005,0.9996456037733843
4.36,0.9996456037733843
4.37,0.9996456037733843
4.38,0.9996456037733843
4.39,0.9996456037733843
4.4,0.9996456037733843
4.41,0.9996456037733843
4.42,0.9996456037733843
4.43,0.9996456037733843
4.44,0.9996456037733843
4.45,0.9996456037733843
4.46,0.9996456037733843
4.47,0.9996456037733843
4.48,0.9996456037733843
4.49,0.9996456037733843
4.5,0.9996456037733843
4.51,0.9996456037733843
4.5200000000000005,0.9996456037733843
4.53,0.9996456037733843
4.54,0.9996456037733843
4.55,0.9996456037733843
4.5600000000000005,0.9996456037733843
4.57,0.9996456037733843
4.58,0.9996456037733843
4.59,0.9996456037733843
4.6000000000000005,0.9996456037733843
4.61,0.9996456037733843
4.62,0.9996456037733843
4.63,0.9996456037733843
4.64,0.9996456037733843
4.65,0.9996456037733843
4.66,0.9996456037733843
4.67,0.9996456037733843
4.68,0.9996456037733843
4.69,0.9996456037733843
4.7,0.9996456037733843
4.71,0.9996456037733843
4.72,0.9996456037733843
4.73,0.9996456037733843
4.74,0.9996456037733843
4.75,0.9996456037733843
4.76,1.0012875391894172
4.7700000000000005,1.0012875391894172
4.78,1.0012875391894172
4.79,1.0012875391894172
4.8,1.0012875391894172
4.8100000000000005,1.0012875391894172
4.82,1.0012875391894172
4.83,1.0012875391894172
4.84,1.0012875391894172
4.8500000000000005,1.0012875391894172
4.86,1.0012875391894172
4.87,1.0012875391894172
4.88,1.0012875391894172
4.89,1.0012875391894172
4.9,1.0012875391894172
4.91,1.0012875391894172
4.92,1.0012875391894172
4.93,1.0012875391894172
4.94,1.0012875391894172
4.95,1.0012875391894172
4.96,1.0012875391894172
4.97,1.0012875391894172
4.98,1.0012875391894172
4.99,1.0012875391894172
5.0,1.0012875391894172
5.01,1.0012875391894172
5.0200000000000005,1.0012875391894172
5.03,1.0012875391894172
5.04,1.0012875391894172
5.05,1.0012875391894172
5.0600000000000005,1.0012875391894172
5.07,1.0012875391894172
5.08,1.0012875391894172
5.09,1.0012875391894172
5.1000000000000005,1.0012875391894172
5.11,1.0012875391894172
5.12,1.0012875391894172
5.13,1.0012875391894172
5.14,1.0012875391894172
5.15,1.0012875391894172
5.16,1.0012875391894172
5.17,1.0012875391894172
5.18,1.0012875391894172
5.19,1.0012875391894172
5.2,1.0012875391894172
5.21,1.0012875391894172
5.22,1.0012875391894172
5.23,1.0012875391894172
5.24,1.0012875391894172
5.25,1.0012875391894172
5.26,1.0012875391894172
5.2700000000000005,1.0012875391894172
5.28,1.0012875391894172
5.29,1.0012875391894172
5.3,1.0012875391894172
5.3100000000000005,1.0012875391894172
5.32,1.0012875391894172
5.33,1.0012875391894172
5.34,1.0012875391894172
5.3500000000000005,1.0012875391894172
5.36,1.0012875391894172
5.37,1.0012875391894172
5.38,1.0012875391894172
5.39,1.0012875391894172
5.4,1.0012875391894172
5.41,1.0012875391894172
5.42,1.0012875391894172
5.43,1.0012875391894172
5.44,1.0012875391894172
5.45,1.0012875391894172
5.46,1.0012875391894172
5.47,1.0012875391894172
5.48,1.0012875391894172
5.49,1.0012875391894172
5.5,1.0012875391894172
5.51,1.0012875391894172
5.5200000000000005,1.0012875391894172
5.53,1.0012875391894172
5.54,1.0012875391894172
5.55,1.0012875391894172
5.5600000000000005,1.0012875391894172
5.57,1.0012875391894172
5.58,1.0012875391894172
5.59,1.0012875391894172
5.6000000000000005,1.0012875391894172
5.61,1.0012875391894172
5.62,1.0012875391894172
5.63,1.0012875391894172
5.64,1.0012875391894172
5.65,1.0012875391894172
5.66,1.0012875391894172
5.67,1.0012875391894172
5.68,1.0012875391894172
5.69,1.0012875391894172
5.7,1.0012875391894172
5.71,1.0012875391894172
5.72,1.0012875391894172
5.73,1.0012875391894172
5.74,1.0012875391894172
5.75,1.0012875391894172
5.76,0.9991626195602485
5.7700000000000005,0.9991626195602485
5.78,0.9991626195602485
5.79,0.9991626195602485
5.8,0.9991626195602485
5.8100000000000005,0.9991626195602485
5.82,0.9991626195602485
5.83,0.9991626195602485
5.84,0.9991626195602485
5.8500000000000005,0.9991626195602485
5.86,0.9991626195602485
5.87,0.9991626195602485
5.88,0.9991626195602485
5.89,0.9991626195602485
5.9,0.9991626195602485
5.91,0.9991626195602485
5.92,0.9991626195602485
5.93,0.9991626195602485
5.94,0.9991626195602485
5.95,0.9991626195602485
5.96,0.9991626195602485
5.97,0.9991626195602485
5.98,0.9991626195602485
5.99,0.9991626195602485
6.0,0.9991626195602485
6.01,0.9991626195602485
6.0200000000000005,0.9991626195602485
6.03,0.9991626195602485
6.04,0.9991626195602485
6.05,0.9991626195602485
6.0600000000000005,0.9991626195602485
6.07,0.9991626195602485
6.08,0.9991626195602485
6.09,0.9991626195602485
6.1000000000000005,0.9991626195602485
6.11,0.9991626195602485
6.12,0.9991626195602485
6.13,0.9991626195602485
6.140000000000001,0.9991626195602485
6.15,0.9991626195602485
6.16,0.9991626195602485
6.17,0.9991626195602485
6.18,0.9991626195602485
6.19,0.9991626195602485
6.2,0.9991626195602485
6.21,0.9991626195602485
6.22,0.9991626195602485
6.23,0.9991626195602485
6.24,0.9991626195602485
6.25,0.9991626195602485
6.26,0.9991626195602485
6.2700000000000005,0.9991626195602485
6.28,0.9991626195602485
6.29,0.9991626195602485
6.3,0.9991626195602485
6.3100000000000005,0.9991626195602485
6.32,0.9991626195602485
6.33,0.9991626195602485
6.34,0.9991626195602485
6.3500000000000005,0.9991626195602485
6.36,0.9991626195602485
6.37,0.9991626195602485
6.38,0.9991626195602485
6.390000000000001,0.9991626195602485
6.4,0.9991626195602485
6.41,0.9991626195602485
6.42,0.9991626195602485
6.43,0.9991626195602485
6.44,0.9991626195602485
6.45,0.9991626195602485
6.46,0.9991626195602485
6.47,0.9991626195602485
6.48,0.9991626195602485
6.49,0.9991626195602485
6.5,0.9991626195602485
6.51,0.9991626195602485
6.5200000000000005,0.9991626195602485
6.53,0.9991626195602485
6.54,0.9991626195602485
6.55,0.9991626195602485
6.5600000000000005,0.9991626195602485
6.57,0.9991626195602485
6.58,0.9991626195602485
6.59,0.9991626195602485
6.6000000000000005,0.9991626195602485
6.61,0.9991626195602485
6.62,0.9991626195602485
6.63,0.9991626195602485
6.640000000000001,0.9991626195602485
6.65,0.9991626195602485
6.66,0.9991626195602485
6.67,0.9991626195602485
6.68,0.9991626195602485
6.69,0.9991626195602485
6.7,0.9991626195602485
6.71,0.9991626195602485
6.72,0.9991626195602485
6.73,0.9991626195602485
6.74,0.9991626195602485
6.75,0.9991626195602485
6.76,1.0005354723839748
6.7700000000000005,1.0005354723839748
6.78,1.0005354723839748
6.79,1.0005354723839748
6.8,1.0005354723839748
6.8100000000000005,1.0005354723839748
6.82,1.0005354723839748
6.83,1.0005354723839748
6.84,1.0005354723839748
6.8500000000000005,1.0005354723839748
6.86,1.0005354723839748
6.87,1.0005354723839748
6.88,1.0005354723839748
6.890000000000001,1.0005354723839748
6.9,1.0005354723839748
6.91,1.0005354723839748
6.92,1.0005354723839748
6.93,1.0005354723839748
6.94,1.0005354723839748
6.95,1.0005354723839748
6.96,1.0005354723839748
6.97,1.0005354723839748
6.98,1.0005354723839748
6.99,1.0005354723839748
7.0,1.0005354723839748
7.01,1.0005354723839748
7.0200000000000005,1.0005354723839748
7.03,1.0005354723839748
7.04,1.0005354723839748
7.05,1.0005354723839748
7.0600000000000005,1.0005354723839748
7.07,1.0005354723839748
7.08,1.0005354723839748
7.09,1.0005354723839748
7.1000000000000005,1.0005354723839748
7.11,1.0005354723839748
7.12,1.0005354723839748
7.13,1.0005354723839748
7.140000000000001,1.0005354723839748
7.15,1.0005354723839748
7.16,1.0005354723839748
7.17,1.0005354723839748
7.18,1.0005354723839748
7.19,1.0005354723839748
7.2,1.0005354723839748
7.21,1.0005354723839748
7.22,1.0005354723839748
7.23,1.0005354723839748
7.24,1.0005354723839748
7.25,1.0005354723839748
7.26,1.0005354723839748
7.2700000000000005,1.0005354723839748
7.28,1.0005354723839748
7.29,1.0005354723839748
7.3,1.0005354723839748
7.3100000000000005,1.0005354723839748
7.32,1.0005354723839748
7.33,1.0005354723839748
7.34,1.0005354723839748
7.3500000000000005,1.0005354723839748
7.36,1.0005354723839748
7.37,1.0005354723839748
7.38,1.0005354723839748
7.390000000000001,1.0005354723839748
7.4,1.0005354723839748
7.41,1.0005354723839748
7.42,1.0005354723839748
7.43,1.0005354723839748
7.44,1.0005354723839748
7.45,1.0005354723839748
7.46,1.0005354723839748
7.47,1.0005354723839748
7.48,1.0005354723839748
7.49,1.0005354723839748
7.5,1.0005354723839748
7.51,1.0005354723839748
7.5200000000000005,1.0005354723839748
7.53,1.0005354723839748
7.54,1.0005354723839748
7.55,1.0005354723839748
7.5600000000000005,1.0005354723839748
7.57,1.0005354723839748
7.58,1.0005354723839748
7.59,1.0005354723839748
7.6000000000000005,1.0005354723839748
7.61,1.0005354723839748
7.62,1.0005354723839748
7.63,1.0005354723839748
7.640000000000001,1.0005354723839748
7.65,1.0005354723839748
7.66,1.0005354723839748
7.67,1.0005354723839748
7.68,1.0005354723839748
7.69,1.0005354723839748
7.7,1.0005354723839748
7.71,1.0005354723839748
7.72,1.0005354723839748
7.73,1.0005354723839748
7.74,1.0005354723839748
7.75,1.0005354723839748
7.76,0.9970768118729092
7.7700000000000005,0.9970768118729092
7.78,0.9970768118729092
7.79,0.9970768118729092
7.8,0.9970768118729092
7.8100000000000005,0.9970768118729092
7.82,0.9970768118729092
7.83,0.9970768118729092
7.84,0.9970768118729092
7.8500000000000005,0.9970768118729092
7.86,0.9970768118729092
7.87,0.9970768118729092
7.88,0.9970768118729092
7.890000000000001,0.9970768118729092
7.9,0.9970768118729092
7.91,0.9970768118729092
7.92,0.9970768118729092
7.930000000000001,0.9970768118729092
7.94,0.9970768118729092
7.95,0.9970768118729092
7.96,0.9970768118729092
7.97,0.9970768118729092
7.98,0.9970768118729092
7.99,0.9970768118729092
8.0,0.9970768118729092
8.01,0.9970768118729092
8.02,0.9970768118729092
8.03,0.9970768118729092
8.040000000000001,0.9970768118729092
8.05,0.9970768118729092
8.06,0.9970768118729092
8.07,0.9970768118729092
8.08,0.9970768118729092
8.09,0.9970768118729092
8.1,0.9970768118729092
8.11,0.9970768118729092
8.120000000000001,0.9970768118729092
8.13,0.9970768118729092
8.14,0.9970768118729092
8.15,0.9970768118729092
8.16,0.9970768118729092
8.17,0.9970768118729092
8.18,0.9970768118729092
8.19,0.9970768118729092
8.2,0.9970768118729092
8.21,0.9970768118729092
8.22,0.9970768118729092
8.23,0.9970768118729092
8.24,0.9970768118729092
8.25,0.9970768118729092
8.26,0.9970768118729092
8.27,0.9970768118729092
8.28,0.9970768118729092
8.290000000000001,0.9970768118729092
8.3,0.9970768118729092
8.31,0.9970768118729092
8.32,0.9970768118729092
8.33,0.9970768118729092
8.34,0.9970768118729092
8.35,0.9970768118729092
8.36,0.9970768118729092
8.370000000000001,0.9970768118729092
8.38,0.9970768118729092
8.39,0.9970768118729092
8.4,0.9970768118729092
8.41,0.9970768118729092
8.42,0.9970768118729092
8.43,0.9970768118729092
8.44,0.9970768118729092
8.45,0.9970768118729092
8.46,0.9970768118729092
8.47,0.9970768118729092
8.48,0.9970768118729092
8.49,0.9970768118729092
8.5,0.9970768118729092
8.51,0.9970768118729092
8.52,0.9970768118729092
8.53,0.9970768118729092
8.540000000000001,0.9970768118729092
8.55,0.9970768118729092
8.56,0.9970768118729092
8.57,0.9970768118729092
8.58,0.9970768118729092
8.59,0.9970768118729092
8.6,0.9970768118729092
8.61,0.9970768118729092
8.620000000000001,0.9970768118729092
8.63,0.9970768118729092
8.64,0.9970768118729092
8.65,0.9970768118729092
8.66,0.9970768118729092
8.67,0.9970768118729092
8.68,0.9970768118729092
8.69,0.9970768118729092
8.700000000000001,0.9970768118729092
8.71,0.9970768118729092
8.72,0.9970768118729092
8.73,0.9970768118729092
8.74,0.9970768118729092
8.75,1.0031016043263588
8.76,1.0031016043263588
8.77,1.0031016043263588
8.78,1.0031016043263588
8.790000000000001,1.0031016043263588
8.8,1.0031016043263588
8.81,1.0031016043263588
8.82,1.0031016043263588
8.83,1.0031016043263588
8.84,1.0031016043263588
8.85,1.0031016043263588
8.86,1.0031016043263588
8.870000000000001,1.0031016043263588
8.88,1.0031016043263588
8.89,1.0031016043263588
8.9,1.0031016043263588
8.91,1.0031016043263588
8.92,1.0031016043263588
8.93,1.0031016043263588
8.94,1.0031016043263588
8.950000000000001,1.0031016043263588
8.96,1.0031016043263588
8.97,1.0031016043263588
8.98,1.0031016043263588
8.99,1.0031016043263588
9.0,1.0031016043263588
9.01,1.0031016043263588
9.02,1.0031016043263588
9.03,1.0031016043263588
9.040000000000001,1.0031016043263588
9.05,1.0031016043263588
9.06,1.0031016043263588
9.07,1.0031016043263588
9.08,1.0031016043263588
9.09,1.0031016043263588
9.1,1.0031016043263588
9.11,1.0031016043263588
9.120000000000001,1.0031016043263588
9.13,1.0031016043263588
9.14,1.0031016043263588
9.15,1.0031016043263588
9.16,1.0031016043263588
9.17,1.0031016043263588
9.18,1.0031016043263588
9.19,1.0031016043263588
9.200000000000001,1.0031016043263588
9.21,1.0031016043263588
9.22,1.0031016043263588
9.23,1.0031016043263588
9.24,1.0031016043263588
9.25,1.0031016043263588
9.26,1.0031016043263588
9.27,1.0031016043263588
9.28,1.0031016043263588
9.290000000000001,1.0031016043263588
9.3,1.0031016043263588
9.31,1.0031016043263588
9.32,1.0031016043263588
9.33,1.0031016043263588
9.34,1.0031016043263588
9.35,1.0031016043263588
9.36,1.0031016043263588
9.370000000000001,1.0031016043263588
9.38,1.0031016043263588
9.39,1.0031016043263588
9.4,1.0031016043263588
9.41,1.0031016043263588
9.42,1.0031016043263588
9.43,1.0031016043263588
9.44,1.0031016043263588
9.450000000000001,1.0031016043263588
9.46,1.0031016043263588
9.47,1.0031016043263588
9.48,1.0031016043263588
9.49,1.0031016043263588
9.5,1.0031016043263588
9.51,1.0031016043263588
9.52,1.0031016043263588
9.53,1.0031016043263588
9.540000000000001,1.0031016043263588
9.55,1.0031016043263588
9.56,1.0031016043263588
9.57,1.0031016043263588
9.58,1.0031016043263588
9.59,1.0031016043263588
9.6,1.0031016043263588
9.61,1.0031016043263588
9.620000000000001,1.0031016043263588
9.63,1.0031016043263588
9.64,1.0031016043263588
9.65,1.0031016043263588
9.66,1.0031016043263588
9.67,1.0031016043263588
9.68,1.0031016043263588
9.69,1.0031016043263588
9.700000000000001,1.0031016043263588
9.71,1.0031016043263588
9.72,1.0031016043263588
9.73,1.0031016043263588
9.74,1.0031016043263588
9.75,1.0031016043263588
9.76,inf
9.77,inf
9.78,inf
9.790000000000001,inf
9.8,inf
9.81,inf
9.82,inf
9.83,inf
9.84,inf
9.85,inf
9.86,inf
9.870000000000001,inf
9.88,inf
9.89,inf
9.9,inf
9.91,inf
9.92,inf
9.93,inf
9.94,inf
9.950000000000001,inf
9.96,inf
9.97,inf
9.98,inf
9.99,inf
