t,tau_R
2.0300000000000002,0.17
2.04,0.56
2.05,0.16
2.06,0.54
2.07,0.53
2.08,0.52
2.09,0.55
2.1,0.54
2.11,0.53
2.12,0.52
2.13,0.53
2.14,0.56
2.15,0.49
2.16,0.48
2.17,0.49
2.18,0.42
2.19,0.41000000000000003
2.2,0.27
2.21,0.26
2.22,0.23
2.23,0.18
2.24,0.17
2.25,0.16
2.2600000000000002,0.17
2.27,0.54
2.2800000000000002,0.55
2.29,0.54
2.3000000000000003,0.55
2.31,0.53
2.32,0.52
2.33,0.51
2.34,0.47000000000000003
2.35,0.49
2.36,0.48
2.37,0.47000000000000003
2.38,0.43
2.39,0.42
2.4,0.41000000000000003
2.41,0.39
2.42,0.37
2.43,0.37
2.44,0.35000000000000003
2.45,0.33
2.46,0.32
2.47,0.28
2.48,0.27
2.49,0.28
2.5,0.28
2.5100000000000002,0.27
2.52,0.23
2.5300000000000002,0.25
2.54,0.23
2.5500000000000003,0.22
2.56,0.21
2.57,0.18
2.58,0.17
2.59,0.16
2.6,0.16
2.61,0.16
2.62,0.51
2.63,0.54
2.64,0.53
2.65,0.52
2.66,0.55
2.67,0.5
2.68,0.49
2.69,0.52
2.7,0.52
2.71,0.51
2.72,0.45
2.73,0.44
2.74,0.43
2.75,0.29
2.7600000000000002,0.37
2.77,0.24
2.7800000000000002,0.22
2.79,0.21
2.8000000000000003,0.17
2.81,0.55
2.82,0.17
2.83,0.54
2.84,0.56
2.85,0.55
2.86,0.54
2.87,0.53
2.88,0.52
2.89,0.51
2.9,0.5
2.91,0.49
2.92,0.48
2.93,0.45
2.94,0.42
2.95,0.41000000000000003
2.96,0.4
2.97,0.36
2.98,0.35000000000000003
2.99,0.37
3.0,0.35000000000000003
3.0100000000000002,0.34
3.02,0.31
3.0300000000000002,0.32
3.04,0.28
3.0500000000000003,0.27
3.06,0.29
3.0700000000000003,0.26
3.08,0.24
3.09,0.23
3.1,0.22
3.11,0.21
3.12,0.23
3.13,0.17
3.14,0.17
3.15,0.2
3.16,0.16
3.17,0.55
3.18,0.54
3.19,0.51
3.2,0.52
3.21,0.53
3.22,0.55
3.23,0.51
3.24,0.53
3.25,0.52
3.2600000000000002,0.53
3.27,0.47000000000000003
3.2800000000000002,0.46
3.29,0.43
3.3000000000000003,0.4
3.31,0.37
3.3200000000000003,0.31
3.33,0.21
3.34,0.2
3.35,0.2
3.36,0.16
3.37,0.55
3.38,0.55
3.39,0.53
3.4,0.55
3.41,0.5700000000000001
3.42,0.52
3.43,0.51
3.44,0.51
3.45,0.49
3.46,0.48
3.47,0.47000000000000003
3.48,0.45
3.49,0.44
3.5,0.42
3.5100000000000002,0.41000000000000003
3.52,0.39
3.5300000000000002,0.38
3.54,0.36
3.5500000000000003,0.34
3.56,0.33
3.5700000000000003,0.32
3.58,0.31
3.59,0.31
3.6,0.29
3.61,0.28
3.62,0.27
3.63,0.53
3.64,0.25
3.65,0.24
3.66,0.23
3.67,0.22
3.68,0.18
3.69,0.17
3.7,0.16
3.71,0.16
3.72,0.16
3.73,0.51
3.74,0.5700000000000001
3.75,0.56
3.7600000000000002,0.55
3.77,0.55
3.7800000000000002,0.54
3.79,0.53
3.8000000000000003,0.55
3.81,0.51
3.8200000000000003,0.5
3.83,0.48
3.84,0.48
3.85,0.39
3.86,0.38
3.87,0.37
3.88,0.36
3.89,0.24
3.9,0.17
3.91,0.16
3.92,0.16
3.93,0.55
3.94,0.5700000000000001
3.95,0.55
3.96,0.54
3.97,0.54
3.98,0.52
3.99,0.52
4.0,0.5
4.01,0.49
4.0200000000000005,0.48
4.03,0.46
4.04,0.47000000000000003
4.05,0.43
4.0600000000000005,0.43
4.07,0.39
4.08,0.38
4.09,0.37
4.1,0.36
4.11,0.35000000000000003
4.12,0.34
4.13,0.32
4.14,0.32
4.15,0.29
4.16,0.27
4.17,0.26
4.18,0.27
4.19,0.25
4.2,0.23
4.21,0.22
4.22,0.21
4.23,0.2
4.24,0.18
4.25,0.17
4.26,0.17
4.2700000000000005,0.16
4.28,0.49
4.29,0.48
4.3,0.47000000000000003
4.3100000000000005,0.52
4.32,0.54
4.33,0.5
4.34,0.52
4.3500000000000005,0.54
4.36,0.53
4.37,0.52
4.38,0.48
4.39,0.47000000000000003
4.4,0.43
4.41,0.42
4.42,0.35000000000000003
4.43,0.27
4.44,0.26
4.45,0.22
4.46,0.17
4.47,0.16
4.48,0.16
4.49,0.55
4.5,0.5700000000000001
4.51,0.54
4.5200000000000005,0.55
4.53,0.54
4.54,0.54
4.55,0.52
4.5600000000000005,0.51
4.57,0.48
4.58,0.47000000000000003
4.59,0.45
4.6000000000000005,0.45
4.61,0.41000000000000003
4.62,0.42
4.63,0.38
4.64,0.38
4.65,0.36
4.66,0.35000000000000003
4.67,0.32
4.68,0.31
4.69,0.3
4.7,0.29
4.71,0.28
4.72,0.27
4.73,0.26
4.74,0.27
4.75,0.24
4.76,0.23
4.7700000000000005,0.21
4.78,0.21
4.79,0.2
4.8,0.18
4.8100000000000005,0.17
4.82,0.16
4.83,0.52
4.84,0.48
4.8500000000000005,0.5
4.86,0.54
4.87,0.53
4.88,0.52
4.89,0.54
4.9,0.53
4.91,0.52
4.92,0.51
4.93,0.48
4.94,0.49
4.95,0.47000000000000003
4.96,0.44
4.97,0.4
4.98,0.34
4.99,0.22
5.0,0.24
5.01,0.19
5.0200000000000005,0.16
5.03,0.16
5.04,0.55
5.05,0.55
5.0600000000000005,0.54
5.07,0.5700000000000001
5.08,0.56
5.09,0.55
5.1000000000000005,0.53
5.11,0.52
5.12,0.51
5.13,0.48
5.14,0.47000000000000003
5.15,0.45
5.16,0.43
5.17,0.42
5.18,0.41000000000000003
5.19,0.4
5.2,0.36
5.21,0.33
5.22,0.34
5.23,0.33
5.24,0.3
5.25,0.29
5.26,0.3
5.2700000000000005,0.27
5.28,0.26
5.29,0.25
5.3,0.24
5.3100000000000005,0.23
5.32,0.22
5.33,0.21
5.34,0.2
5.3500000000000005,0.2
5.36,0.19
5.37,0.5
5.38,0.17
5.39,0.54
5.4,0.53
5.41,0.55
5.42,0.54
5.43,0.54
5.44,0.53
5.45,0.51
5.46,0.5700000000000001
5.47,0.56
5.48,0.52
5.49,0.48
5.5,0.5
5.51,0.46
5.5200000000000005,0.45
5.53,0.43
5.54,0.25
5.55,0.26
5.5600000000000005,0.19
5.57,0.18
5.58,0.17
5.59,0.55
5.6000000000000005,0.56
5.61,0.55
5.62,0.54
5.63,0.54
5.64,0.54
5.65,0.53
5.66,0.52
5.67,0.51
5.68,0.49
5.69,0.47000000000000003
5.7,0.47000000000000003
5.71,0.43
5.72,0.42
5.73,0.41000000000000003
5.74,0.4
5.75,0.38
5.76,0.37
5.7700000000000005,0.36
5.78,0.35000000000000003
5.79,0.33
5.8,0.31
5.8100000000000005,0.29
5.82,0.29
5.83,0.28
5.84,0.29
5.8500000000000005,0.25
5.86,0.24
5.87,0.21
5.88,0.22
5.89,0.2
5.9,0.2
5.91,0.19
5.92,0.18
5.93,0.16
5.94,0.16
5.95,0.51
5.96,0.53
5.97,0.54
5.98,0.51
5.99,0.51
6.0,0.53
6.01,0.53
6.0200000000000005,0.51
6.03,0.54
6.04,0.5
6.05,0.49
6.0600000000000005,0.44
6.07,0.46
6.08,0.38
6.09,0.37
6.1000000000000005,0.25
6.11,0.23
6.12,0.22
6.13,0.16
6.140000000000001,0.16
6.15,0.17
6.16,0.16
6.17,0.54
6.18,0.54
6.19,0.52
6.2,0.51
6.21,0.51
6.22,1.09
6.23,0.49
6.24,0.47000000000000003
6.25,0.46
6.26,0.45
6.2700000000000005,0.44
6.28,0.43
6.29,0.39
6.3,0.39
6.3100000000000005,0.38
6.32,0.37
6.33,0.34
6.34,0.33
6.3500000000000005,0.31
6.36,0.3
6.37,0.29
6.38,0.28
6.390000000000001,0.27
6.4,0.27
6.41,0.25
6.42,0.24
6.43,0.23
6.44,0.22
6.45,0.21
6.46,0.18
6.47,0.19
6.48,0.16
6.49,0.16
6.5,0.54
6.51,0.55
6.5200000000000005,0.54
6.53,0.54
6.54,0.56
6.55,0.53
6.5600000000000005,0.53
6.57,0.53
6.58,0.51
6.59,0.51
6.6000000000000005,0.5
6.61,0.48
6.62,0.44
6.63,0.43
6.640000000000001,0.38
6.65,0.37
6.66,0.22
6.67,0.21
6.68,0.19
6.69,0.16
6.7,0.16
6.71,0.56
6.72,0.55
6.73,0.53
6.74,0.53
6.75,0.52
6.76,0.53
6.7700000000000005,0.52
6.78,0.51
6.79,0.48
6.8,0.49
6.8100000000000005,0.46
6.82,0.45
6.83,0.43
6.84,0.42
6.8500000000000005,0.39
6.86,0.38
6.87,0.37
6.88,0.34
6.890000000000001,0.33
6.9,0.33
6.91,0.32
6.92,0.3
6.93,0.29
6.94,0.28
6.95,0.25
6.96,0.26
6.97,0.25
6.98,0.22
6.99,0.21
7.0,0.2
7.01,0.19
7.0200000000000005,0.18
7.03,0.17
7.04,0.16
7.05,0.16
7.0600000000000005,0.54
7.07,0.54
7.08,0.53
7.09,0.54
7.1000000000000005,0.55
7.11,0.54
7.12,0.53
7.13,0.5
7.140000000000001,0.51
7.15,0.48
7.16,0.49
7.17,0.45
7.18,0.43
7.19,0.42
7.2,0.31
7.21,0.3
7.22,0.23
7.23,0.22
7.24,0.16
7.25,0.17
7.26,0.54
7.2700000000000005,0.55
7.28,0.54
7.29,0.54
7.3,0.53
7.3100000000000005,0.59
7.32,0.56
7.33,0.5
7.34,0.54
7.3500000000000005,0.48
7.36,0.52
7.37,0.45
7.38,0.42
7.390000000000001,0.41000000000000003
7.4,0.4
7.41,0.39
7.42,0.38
7.43,0.37
7.44,0.52
7.45,0.32
7.46,0.32
7.47,0.31
7.48,0.29
7.49,0.47000000000000003
7.5,0.28
7.51,0.26
7.5200000000000005,0.25
7.53,0.24
7.54,0.21
7.55,0.22
7.5600000000000005,0.21
7.57,0.18
7.58,0.19
7.59,0.18
7.6000000000000005,0.16
7.61,0.52
7.62,0.55
7.63,0.54
7.640000000000001,0.53
7.65,0.55
7.66,0.53
7.67,0.52
7.68,0.54
7.69,0.52
7.7,0.49
7.71,0.51
7.72,0.49
7.73,0.46
7.74,0.45
7.75,0.37
7.76,0.37
7.7700000000000005,0.26
7.78,0.23
7.79,0.22
7.8,0.16
7.8100000000000005,0.16
7.82,0.55
7.83,0.56
7.84,0.53
7.8500000000000005,0.54
7.86,0.53
7.87,0.52
7.88,0.51
7.890000000000001,0.5
7.9,0.51
7.91,0.48
7.92,0.45
7.930000000000001,0.44
7.94,0.45
7.95,0.42
7.96,0.39
7.97,0.38
7.98,0.37
7.99,0.36
8.0,0.35000000000000003
8.01,0.31
8.02,0.3
8.03,0.29
8.040000000000001,0.28
8.05,0.28
8.06,0.26
8.07,0.26
8.08,0.24
8.09,0.23
8.1,0.22
8.11,0.21
8.120000000000001,0.2
8.13,0.5
8.14,0.18
8.15,0.17
8.16,0.16
8.17,0.53
8.18,0.53
8.19,0.52
8.2,0.55
8.21,0.55
8.22,0.54
8.23,0.54
8.24,0.53
8.25,0.52
8.26,0.5
8.27,0.5
8.28,0.48
8.290000000000001,0.42
8.3,0.41000000000000003
8.31,0.4
8.32,0.24
8.33,0.2
8.34,0.22
8.35,0.18
8.36,0.17
8.370000000000001,0.68
8.38,0.67
8.39,0.54
8.4,0.53
8.41,0.54
8.42,0.53
8.43,0.52
8.44,0.49
8.45,0.52
8.46,0.47000000000000003
8.47,0.46
8.48,0.45
8.49,0.56
8.5,0.42
8.51,0.54
8.52,0.4
8.53,0.36
8.540000000000001,0.37
8.55,0.34
8.56,0.32
8.57,0.31
8.58,0.3
8.59,0.29
8.6,0.28
8.61,0.27
8.620000000000001,0.26
8.63,0.5
8.64,0.24
8.65,0.23
8.66,0.22
8.67,0.21
8.68,0.45
8.69,0.19
8.700000000000001,0.16
8.71,0.16
8.72,0.5
8.73,0.49
8.74,0.48
8.75,0.49
8.76,0.54
8.77,0.53
8.78,0.54
8.790000000000001,0.51
8.8,0.5
8.81,0.51
8.82,0.48
8.83,0.53
8.84,0.46
8.85,0.45
8.86,0.36
8.870000000000001,0.35000000000000003
8.88,0.23
8.89,0.22
8.9,0.18
8.91,0.17
8.92,0.16
8.93,0.56
8.94,0.55
8.950000000000001,0.55
8.96,0.53
8.97,0.55
8.98,0.54
8.99,0.53
9.0,0.52
9.01,0.49
9.02,0.5
9.03,0.49
9.040000000000001,0.45
9.05,0.43
9.06,0.4
9.07,0.39
9.08,0.38
9.09,0.37
9.1,0.36
9.11,0.34
9.120000000000001,0.33
9.13,0.31
9.14,0.31
9.15,0.3
9.16,0.29
9.17,0.27
9.18,0.26
9.19,0.26
9.200000000000001,0.23
9.21,0.22
9.22,0.21
9.23,0.2
9.24,0.17
9.25,0.18
9.26,0.17
9.27,0.16
9.28,0.52
9.290000000000001,0.51
9.3,0.53
9.31,0.52
9.32,0.55
9.33,0.53
9.34,0.52
9.35,0.48
9.36,0.51
9.370000000000001,0.5
9.38,0.49
9.39,0.48
9.4,0.43
9.41,0.41000000000000003
9.42,0.4
9.43,0.27
9.44,0.23
9.450000000000001,0.19
9.46,0.17
9.47,0.16
9.48,0.54
9.49,0.55
9.5,0.54
9.51,0.53
9.52,0.53
9.53,0.54
9.540000000000001,0.51
9.55,0.52
9.56,0.51
9.57,0.49
9.58,0.48
9.59,0.46
9.6,0.45
9.61,0.41000000000000003
9.620000000000001,0.4
9.63,0.39
9.64,0.36
9.65,0.37
9.66,0.35000000000000003
9.67,0.33
9.68,0.32
9.69,0.31
9.700000000000001,0.29
9.71,0.29
9.72,0.28
9.73,0.27
9.74,0.25
9.75,0.25
9.76,0.24
9.77,0.23
9.78,0.22
9.790000000000001,0.2
9.8,0.17
9.81,0.18
9.82,0.16
9.83,0.56
9.84,0.55
9.85,0.54
9.86,0.53
9.870000000000001,0.54
9.88,0.53
9.89,0.52
9.9,0.51
9.91,0.55
9.92,0.49
9.93,0.48
9.94,0.47000000000000003
9.950000000000001,0.44
9.96,0.45
9.97,0.39
9.98,0.32
9.99,0.27
10.0,0.23
10.01,0.19
10.02,0.16
10.03,0.16
10.040000000000001,0.55
10.05,0.55
10.06,0.54
10.07,0.55
10.08,0.54
10.09,0.52
10.1,0.51
10.11,0.51
10.120000000000001,0.49
10.13,0.47000000000000003
10.14,0.46
10.15,0.45
10.16,0.44
10.17,0.4
10.18,0.41000000000000003
10.19,0.38
10.200000000000001,0.37
10.21,0.36
10.22,0.35000000000000003
10.23,0.32
10.24,0.31
10.25,0.3
10.26,0.27
10.27,0.28
10.28,0.28
10.290000000000001,0.27
10.3,0.23
10.31,0.24
10.32,0.23
10.33,0.2
10.34,0.19
10.35,0.19
10.36,0.17
10.370000000000001,0.16
10.38,0.16
10.39,0.54
10.4,0.53
10.41,0.56
10.42,0.55
10.43,0.54
10.44,0.53
10.450000000000001,0.52
10.46,0.52
10.47,0.5
10.48,0.5
10.49,0.49
10.5,0.47000000000000003
10.51,0.46
10.52,0.41000000000000003
10.53,0.32
10.540000000000001,0.31
10.55,0.24
10.56,0.21
10.57,0.18
10.58,0.17
10.59,0.16
10.6,0.55
10.61,0.55
10.620000000000001,0.56
10.63,0.55
10.64,0.54
10.65,0.53
10.66,0.52
10.67,0.5
10.68,0.48
10.69,0.47000000000000003
10.700000000000001,0.46
10.71,0.43
10.72,0.41000000000000003
10.73,0.41000000000000003
10.74,0.4
10.75,0.38
10.76,0.37
10.77,0.34
10.78,0.34
10.790000000000001,0.32
10.8,0.31
10.81,0.3
10.82,0.28
10.83,0.27
10.84,0.27
10.85,0.25
10.86,0.26
10.870000000000001,0.24
10.88,0.22
10.89,0.21
10.9,0.2
10.91,0.18
10.92,0.18
10.93,0.16
10.94,0.16
10.950000000000001,0.48
10.96,0.51
10.97,0.54
10.98,0.56
10.99,0.53
11.0,0.55
11.01,0.53
11.02,0.56
11.03,0.51
11.040000000000001,0.5
11.05,0.49
11.06,0.45
11.07,0.4
11.08,0.43
11.09,0.38
11.1,0.27
11.11,0.22
11.120000000000001,0.17
11.13,0.16
11.14,0.16
11.15,0.55
11.16,0.55
11.17,0.55
11.18,0.55
11.19,0.54
11.200000000000001,0.54
11.21,0.51
11.22,0.51
11.23,0.51
11.24,0.48
11.25,0.48
11.26,0.43
11.27,0.45
11.28,0.42
11.290000000000001,0.39
11.3,0.39
11.31,0.38
11.32,0.37
11.33,0.34
11.34,0.31
11.35,0.3
11.36,0.31
11.370000000000001,0.28
11.38,0.27
11.39,0.26
11.4,0.25
11.41,0.24
11.42,0.23
11.43,0.22
11.44,0.21
11.450000000000001,0.2
11.46,0.19
11.47,0.17
11.48,0.16
11.49,0.16
11.5,0.16
11.51,0.55
11.52,0.54
11.53,0.53
11.540000000000001,0.52
11.55,0.51
11.56,0.5
11.57,0.49
11.58,0.53
11.59,0.49
11.6,0.46
11.61,0.45
11.620000000000001,0.44
11.63,0.43
11.64,0.38
11.65,0.25
11.66,0.29
11.67,0.21
11.68,0.17
11.69,0.16
11.700000000000001,0.16
11.71,0.16
11.72,0.54
11.73,0.56
11.74,0.55
11.75,0.54
11.76,0.53
11.77,0.52
11.78,0.51
11.790000000000001,0.5
11.8,0.47000000000000003
11.81,0.46
11.82,0.45
11.83,0.42
11.84,0.43
11.85,0.38
11.86,0.39
11.870000000000001,0.38
11.88,0.33
11.89,0.32
11.9,0.31
11.91,0.32
11.92,0.29
11.93,0.3
11.94,0.27
11.950000000000001,0.27
11.96,0.26
11.97,0.24
11.98,0.22
11.99,0.22
12.0,0.21
12.01,0.21
12.02,0.18
12.030000000000001,0.19
12.040000000000001,0.16
12.05,0.51
12.06,0.5700000000000001
12.07,0.54
12.08,0.55
12.09,0.52
12.1,0.53
12.11,0.54
12.120000000000001,0.54
12.13,0.53
12.14,0.49
12.15,0.51
12.16,0.47000000000000003
12.17,0.46
12.18,0.45
12.19,0.39
12.200000000000001,0.36
12.21,0.23
12.22,0.25
12.23,0.19
12.24,0.18
12.25,0.16
12.26,0.55
12.27,0.55
12.280000000000001,0.54
12.290000000000001,0.54
12.3,0.53
12.31,0.56
12.32,0.55
12.33,0.5
12.34,0.49
12.35,0.5
12.36,0.46
12.370000000000001,0.46
12.38,0.42
12.39,0.41000000000000003
12.4,0.4
12.41,0.39
12.42,0.37
12.43,0.37
12.44,0.35000000000000003
12.450000000000001,0.34
12.46,0.33
12.47,0.3
12.48,0.29
12.49,0.28
12.5,0.27
12.51,0.26
12.52,0.25
12.530000000000001,0.24
12.540000000000001,0.23
12.55,0.24
12.56,0.2
12.57,0.2
12.58,0.17
12.59,0.17
12.6,0.16
12.61,0.52
12.620000000000001,0.47000000000000003
12.63,0.54
12.64,0.53
12.65,0.52
12.66,0.56
12.67,0.55
12.68,0.49
12.69,0.53
12.700000000000001,0.54
12.71,0.51
12.72,0.45
12.73,0.44
12.74,0.43
12.75,0.38
12.76,0.33
12.77,0.23
12.780000000000001,0.22
12.790000000000001,0.18
12.8,0.16
12.81,0.17
12.82,0.55
12.83,0.54
12.84,0.53
12.85,0.52
12.86,0.51
12.870000000000001,0.53
12.88,0.52
12.89,0.51
12.9,0.5
12.91,0.46
12.92,0.45
12.93,0.44
12.94,0.43
12.950000000000001,0.41000000000000003
12.96,0.39
12.97,0.37
12.98,0.37
12.99,0.35000000000000003
13.0,0.33
13.01,0.32
13.02,0.3
13.030000000000001,0.29
13.040000000000001,0.28
13.05,0.27
13.06,0.27
13.07,0.25
13.08,0.25
13.09,0.23
13.1,0.22
13.11,0.21
13.120000000000001,0.2
13.13,0.19
13.14,0.18
13.15,0.17
13.16,0.16
13.17,0.55
13.18,0.47000000000000003
13.19,0.58
13.200000000000001,0.52
13.21,0.56
13.22,0.55
13.23,0.54
13.24,0.53
13.25,0.53
13.26,0.51
13.27,0.5
13.280000000000001,0.44
13.290000000000001,0.42
13.3,0.41000000000000003
13.31,0.4
13.32,0.26
13.33,0.2
13.34,0.19
13.35,0.19
13.36,0.18
13.370000000000001,0.55
13.38,0.53
13.39,0.53
13.4,0.54
13.41,0.53
13.42,0.54
13.43,0.51
13.44,0.52
13.450000000000001,0.51
13.46,0.46
13.47,0.47000000000000003
13.48,0.45
13.49,0.43
13.5,0.42
13.51,0.4
13.52,0.39
13.530000000000001,0.36
13.540000000000001,0.36
13.55,0.35000000000000003
13.56,0.33
13.57,0.32
13.58,0.31
13.59,0.54
13.6,0.53
13.61,0.28
13.620000000000001,0.27
13.63,0.26
13.64,0.25
13.65,0.21
13.66,0.47000000000000003
13.67,0.21
13.68,0.21
13.69,0.19
13.700000000000001,0.16
13.71,0.16
13.72,0.54
13.73,0.52
13.74,0.43
13.75,0.42
13.76,0.49
13.77,0.5
13.780000000000001,0.53
13.790000000000001,0.52
13.8,0.52
13.81,0.51
13.82,0.49
13.83,0.44
13.84,0.47000000000000003
13.85,0.42
13.86,0.39
13.870000000000001,0.39
13.88,0.29
13.89,0.21
13.9,0.2
13.91,0.16
13.92,0.16
13.93,0.55
13.94,0.56
13.950000000000001,0.55
13.96,0.54
13.97,0.52
13.98,0.54
13.99,0.53
14.0,0.52
14.01,0.49
14.02,0.48
14.030000000000001,0.47000000000000003
14.040000000000001,0.45
14.05,0.45
14.06,0.42
14.07,0.4
14.08,0.39
14.09,0.38
14.1,0.35000000000000003
14.11,0.34
14.120000000000001,0.33
14.13,0.55
14.14,0.31
14.15,0.29
14.16,0.29
14.17,0.27
14.18,0.26
14.19,0.25
14.200000000000001,0.24
14.21,0.23
14.22,0.22
14.23,0.21
14.24,0.19
14.25,0.17
14.26,0.16
14.27,0.5700000000000001
14.280000000000001,0.55
14.290000000000001,0.41000000000000003
14.3,0.54
14.31,0.53
14.32,0.56
14.33,0.55
14.34,0.5
14.35,0.51
14.36,0.52
14.370000000000001,0.51
14.38,0.5
14.39,0.44
14.4,0.44
14.41,0.43
14.42,0.38
14.43,0.37
14.44,0.26
14.450000000000001,0.19
14.46,0.18
14.47,0.16
14.48,0.17
14.49,0.55
14.5,0.54
14.51,0.53
14.52,0.5700000000000001
14.530000000000001,0.56
14.540000000000001,0.55
14.55,0.56
14.56,0.53
14.57,0.47000000000000003
14.58,0.46
14.59,0.45
14.6,0.44
14.61,0.42
14.620000000000001,0.41000000000000003
14.63,0.38
14.64,0.37
14.65,0.37
14.66,0.35000000000000003
14.67,0.34
14.68,0.32
14.69,0.31
14.700000000000001,0.53
14.71,0.29
14.72,0.51
14.73,0.5
14.74,0.26
14.75,0.25
14.76,0.22
14.77,0.23
14.780000000000001,0.22
14.790000000000001,0.19
14.8,0.17
14.81,0.17
14.82,0.16
14.83,0.16
14.84,0.54
14.85,0.52
14.86,0.54
14.870000000000001,0.53
14.88,0.56
14.89,0.51
14.9,0.54
14.91,0.49
14.92,0.48
14.93,0.47000000000000003
14.94,0.5
14.950000000000001,0.45
14.96,0.44
14.97,0.37
14.98,0.36
14.99,0.35000000000000003
15.0,0.21
15.01,0.18
15.02,0.17
15.030000000000001,0.16
15.040000000000001,0.56
15.05,0.55
15.06,0.54
15.07,0.54
15.08,0.52
15.09,0.53
15.1,0.52
15.11,0.53
15.120000000000001,0.53
15.13,0.49
15.14,0.47000000000000003
15.15,0.46
15.16,0.42
15.17,0.4
15.18,0.4
15.19,0.38
15.200000000000001,0.37
15.21,0.36
15.22,0.34
15.23,0.33
15.24,0.31
15.25,0.31
15.26,0.3
15.27,0.29
15.280000000000001,0.27
15.290000000000001,0.27
15.3,0.26
15.31,0.25
15.32,0.24
15.33,0.23
15.34,0.18
15.35,0.17
15.36,0.2
15.370000000000001,0.16
15.38,0.16
15.39,0.48
15.4,0.5700000000000001
15.41,0.56
15.42,0.52
15.43,0.54
15.44,0.54
15.450000000000001,0.52
15.46,0.52
15.47,0.51
15.48,0.5
15.49,0.48
15.5,0.47000000000000003
15.51,0.46
15.52,0.41000000000000003
15.530000000000001,0.32
15.540000000000001,0.4
15.55,0.3
15.56,0.19
15.57,0.16
15.58,0.16
15.59,0.17
15.6,0.54
15.610000000000001,0.55
15.620000000000001,0.56
15.63,0.55
15.64,0.55
15.65,0.54
15.66,0.53
15.67,0.51
15.68,0.48
15.69,0.49
15.700000000000001,0.46
15.71,0.47000000000000003
