t,channel,oor,rate
1.8800000000000001,az,0,0.0
1.8900000000000001,az,0,0.0
1.9000000000000001,az,0,0.0
1.9100000000000001,az,0,0.0
1.92,az,0,0.0
1.93,az,0,0.0
1.94,az,0,0.0
1.95,az,0,0.0
1.96,az,0,0.0
1.97,az,0,0.0
1.98,az,0,0.0
1.99,az,0,0.0
2.0,az,0,0.0
2.0100000000000002,az,0,0.0
2.02,az,0,0.0
2.0300000000000002,az,0,0.0
2.04,az,0,0.0
2.05,az,0,0.0
2.06,az,0,0.0
2.07,az,0,0.0
2.08,az,0,0.0
2.09,az,0,0.0
2.1,az,0,0.0
2.11,az,0,0.0
2.12,az,0,0.0
2.13,az,0,0.0
2.14,az,0,0.0
2.15,az,0,0.0
2.16,az,0,0.0
2.17,az,0,0.0
2.18,az,0,0.0
2.19,az,0,0.0
2.2,az,0,0.0
2.21,az,0,0.0
2.22,az,0,0.0
2.23,az,0,0.0
2.24,az,0,0.0
2.25,az,0,0.0
2.2600000000000002,az,0,0.0
2.27,az,0,0.0
2.2800000000000002,az,0,0.0
2.29,az,0,0.0
2.3000000000000003,az,0,0.0
2.31,az,0,0.0
2.32,az,0,0.0
2.33,az,0,0.0
2.34,az,0,0.0
2.35,az,0,0.0
2.36,az,0,0.0
2.37,az,0,0.0
2.38,az,0,0.0
2.39,az,0,0.0
2.4,az,0,0.0
2.41,az,0,0.0
2.42,az,0,0.0
2.43,az,0,0.0
2.44,az,0,0.0
2.45,az,0,0.0
2.46,az,0,0.0
2.47,az,0,0.0
2.48,az,0,0.0
2.49,az,0,0.0
2.5,az,0,0.0
2.5100000000000002,az,0,0.0
2.52,az,0,0.0
2.5300000000000002,az,0,0.0
2.54,az,0,0.0
2.5500000000000003,az,0,0.0
2.56,az,0,0.0
2.57,az,0,0.0
2.58,az,0,0.0
2.59,az,0,0.0
2.6,az,0,0.0
2.61,az,0,0.0
2.62,az,0,0.0
2.63,az,0,0.0
2.64,az,0,0.0
2.65,az,0,0.0
2.66,az,0,0.0
2.67,az,0,0.0
2.68,az,0,0.0
2.69,az,0,0.0
2.7,az,0,0.0
2.71,az,0,0.0
2.72,az,0,0.0
2.73,az,0,0.0
2.74,az,0,0.0
2.75,az,0,0.0
2.7600000000000002,az,0,0.0
2.77,az,0,0.0
2.7800000000000002,az,0,0.0
2.79,az,0,0.0
2.8000000000000003,az,0,0.0
2.81,az,0,0.0
2.82,az,0,0.0
2.83,az,0,0.0
2.84,az,0,0.0
2.85,az,0,0.0
2.86,az,0,0.0
2.87,az,0,0.0
2.88,az,0,0.0
2.89,az,0,0.0
2.9,az,0,0.0
2.91,az,0,0.0
2.92,az,0,0.0
2.93,az,0,0.0
2.94,az,0,0.0
2.95,az,0,0.0
2.96,az,0,0.0
2.97,az,0,0.0
2.98,az,0,0.0
2.99,az,0,0.0
3.0,az,0,0.0
3.0100000000000002,az,0,0.0
3.02,az,0,0.0
3.0300000000000002,az,0,0.0
3.04,az,0,0.0
3.0500000000000003,az,0,0.0
3.06,az,0,0.0
3.0700000000000003,az,0,0.0
3.08,az,0,0.0
3.09,az,0,0.0
3.1,az,0,0.0
3.11,az,0,0.0
3.12,az,0,0.0
3.13,az,0,0.0
3.14,az,0,0.0
3.15,az,0,0.0
3.16,az,0,0.0
3.17,az,0,0.0
3.18,az,0,0.0
3.19,az,0,0.0
3.2,az,0,0.0
3.21,az,0,0.0
3.22,az,0,0.0
3.23,az,0,0.0
3.24,az,0,0.0
3.25,az,0,0.0
3.2600000000000002,az,0,0.0
3.27,az,0,0.0
3.2800000000000002,az,0,0.0
3.29,az,0,0.0
3.3000000000000003,az,0,0.0
3.31,az,0,0.0
3.3200000000000003,az,0,0.0
3.33,az,0,0.0
3.34,az,0,0.0
3.35,az,0,0.0
3.36,az,0,0.0
3.37,az,0,0.0
3.38,az,0,0.0
3.39,az,0,0.0
3.4,az,0,0.0
3.41,az,0,0.0
3.42,az,0,0.0
3.43,az,0,0.0
3.44,az,0,0.0
3.45,az,0,0.0
3.46,az,0,0.0
3.47,az,0,0.0
3.48,az,0,0.0
3.49,az,0,0.0
3.5,az,0,0.0
3.5100000000000002,az,0,0.0
3.52,az,0,0.0
3.5300000000000002,az,0,0.0
3.54,az,0,0.0
3.5500000000000003,az,0,0.0
3.56,az,0,0.0
3.5700000000000003,az,0,0.0
3.58,az,0,0.0
3.59,az,0,0.0
3.6,az,0,0.0
3.61,az,0,0.0
3.62,az,0,0.0
3.63,az,0,0.0
3.64,az,0,0.0
3.65,az,0,0.0
3.66,az,0,0.0
3.67,az,0,0.0
3.68,az,0,0.0
3.69,az,0,0.0
3.7,az,0,0.0
3.71,az,0,0.0
3.72,az,0,0.0
3.73,az,0,0.0
3.74,az,0,0.0
3.75,az,0,0.0
3.7600000000000002,az,0,0.0
3.77,az,0,0.0
3.7800000000000002,az,0,0.0
3.79,az,0,0.0
3.8000000000000003,az,0,0.0
3.81,az,0,0.0
3.8200000000000003,az,0,0.0
3.83,az,0,0.0
3.84,az,0,0.0
3.85,az,0,0.0
3.86,az,0,0.0
3.87,az,0,0.0
3.88,az,0,0.0
3.89,az,0,0.0
3.9,az,0,0.0
3.91,az,0,0.0
3.92,az,0,0.0
3.93,az,0,0.0
3.94,az,0,0.0
3.95,az,0,0.0
3.96,az,0,0.0
3.97,az,0,0.0
3.98,az,0,0.0
3.99,az,0,0.0
4.0,az,0,0.0
4.01,az,0,0.0
4.0200000000000005,az,0,0.0
4.03,az,0,0.0
4.04,az,0,0.0
4.05,az,0,0.0
4.0600000000000005,az,0,0.0
4.07,az,0,0.0
4.08,az,0,0.0
4.09,az,0,0.0
4.1,az,0,0.0
4.11,az,0,0.0
4.12,az,0,0.0
4.13,az,0,0.0
4.14,az,0,0.0
4.15,az,0,0.0
4.16,az,0,0.0
4.17,az,0,0.0
4.18,az,0,0.0
4.19,az,0,0.0
4.2,az,0,0.0
4.21,az,0,0.0
4.22,az,0,0.0
4.23,az,0,0.0
4.24,az,0,0.0
4.25,az,0,0.0
4.26,az,0,0.0
4.2700000000000005,az,0,0.0
4.28,az,0,0.0
4.29,az,0,0.0
4.3,az,0,0.0
4.3100000000000005,az,0,0.0
4.32,az,0,0.0
4.33,az,0,0.0
4.34,az,0,0.0
4.3500000000000005,az,0,0.0
4.36,az,0,0.0
4.37,az,0,0.0
4.38,az,0,0.0
4.39,az,0,0.0
4.4,az,0,0.0
4.41,az,0,0.0
4.42,az,0,0.0
4.43,az,0,0.0
4.44,az,0,0.0
4.45,az,0,0.0
4.46,az,0,0.0
4.47,az,0,0.0
4.48,az,0,0.0
4.49,az,0,0.0
4.5,az,0,0.0
4.51,az,0,0.0
4.5200000000000005,az,0,0.0
4.53,az,0,0.0
4.54,az,0,0.0
4.55,az,0,0.0
4.5600000000000005,az,0,0.0
4.57,az,0,0.0
4.58,az,0,0.0
4.59,az,0,0.0
4.6000000000000005,az,0,0.0
4.61,az,0,0.0
4.62,az,0,0.0
4.63,az,0,0.0
4.64,az,0,0.0
4.65,az,0,0.0
4.66,az,0,0.0
4.67,az,0,0.0
4.68,az,0,0.0
4.69,az,0,0.0
4.7,az,0,0.0
4.71,az,0,0.0
4.72,az,0,0.0
4.73,az,0,0.0
4.74,az,0,0.0
4.75,az,0,0.0
4.76,az,0,0.0
4.7700000000000005,az,0,0.0
4.78,az,0,0.0
4.79,az,0,0.0
4.8,az,0,0.0
4.8100000000000005,az,0,0.0
4.82,az,0,0.0
4.83,az,0,0.0
4.84,az,0,0.0
4.8500000000000005,az,0,0.0
4.86,az,0,0.0
4.87,az,0,0.0
4.88,az,0,0.0
4.89,az,0,0.0
4.9,az,0,0.0
4.91,az,0,0.0
4.92,az,0,0.0
4.93,az,0,0.0
4.94,az,0,0.0
4.95,az,0,0.0
4.96,az,0,0.0
4.97,az,0,0.0
4.98,az,0,0.0
4.99,az,0,0.0
5.0,az,0,0.0
5.01,az,0,0.0
5.0200000000000005,az,0,0.0
5.03,az,0,0.0
5.04,az,0,0.0
5.05,az,0,0.0
5.0600000000000005,az,0,0.0
5.07,az,0,0.0
5.08,az,0,0.0
5.09,az,0,0.0
5.1000000000000005,az,0,0.0
5.11,az,0,0.0
5.12,az,0,0.0
5.13,az,0,0.0
5.14,az,0,0.0
5.15,az,0,0.0
5.16,az,0,0.0
5.17,az,0,0.0
5.18,az,0,0.0
5.19,az,0,0.0
5.2,az,0,0.0
5.21,az,0,0.0
5.22,az,0,0.0
5.23,az,0,0.0
5.24,az,0,0.0
5.25,az,0,0.0
5.26,az,0,0.0
5.2700000000000005,az,0,0.0
5.28,az,0,0.0
5.29,az,0,0.0
5.3,az,0,0.0
5.3100000000000005,az,0,0.0
5.32,az,0,0.0
5.33,az,0,0.0
5.34,az,0,0.0
5.3500000000000005,az,0,0.0
5.36,az,0,0.0
5.37,az,0,0.0
5.38,az,0,0.0
5.39,az,0,0.0
5.4,az,0,0.0
5.41,az,0,0.0
5.42,az,0,0.0
5.43,az,0,0.0
5.44,az,0,0.0
5.45,az,0,0.0
5.46,az,0,0.0
5.47,az,0,0.0
5.48,az,0,0.0
5.49,az,0,0.0
5.5,az,0,0.0
5.51,az,0,0.0
5.5200000000000005,az,0,0.0
5.53,az,0,0.0
5.54,az,0,0.0
5.55,az,0,0.0
5.5600000000000005,az,0,0.0
5.57,az,0,0.0
5.58,az,0,0.0
5.59,az,0,0.0
5.6000000000000005,az,0,0.0
5.61,az,0,0.0
5.62,az,0,0.0
5.63,az,0,0.0
5.64,az,0,0.0
5.65,az,0,0.0
5.66,az,0,0.0
5.67,az,0,0.0
5.68,az,0,0.0
5.69,az,0,0.0
5.7,az,0,0.0
5.71,az,0,0.0
5.72,az,0,0.0
5.73,az,0,0.0
5.74,az,0,0.0
5.75,az,0,0.0
5.76,az,0,0.0
5.7700000000000005,az,0,0.0
5.78,az,0,0.0
5.79,az,0,0.0
5.8,az,0,0.0
5.8100000000000005,az,0,0.0
5.82,az,0,0.0
5.83,az,0,0.0
5.84,az,0,0.0
5.8500000000000005,az,0,0.0
5.86,az,0,0.0
5.87,az,0,0.0
5.88,az,0,0.0
5.89,az,0,0.0
5.9,az,0,0.0
5.91,az,0,0.0
5.92,az,0,0.0
5.93,az,0,0.0
5.94,az,0,0.0
5.95,az,0,0.0
5.96,az,0,0.0
5.97,az,0,0.0
5.98,az,0,0.0
5.99,az,0,0.0
6.0,az,0,0.0
6.01,az,0,0.0
6.0200000000000005,az,0,0.0
6.03,az,0,0.0
6.04,az,0,0.0
6.05,az,0,0.0
6.0600000000000005,az,0,0.0
6.07,az,0,0.0
6.08,az,0,0.0
6.09,az,0,0.0
6.1000000000000005,az,0,0.0
6.11,az,0,0.0
6.12,az,0,0.0
6.13,az,0,0.0
6.140000000000001,az,0,0.0
6.15,az,0,0.0
6.16,az,0,0.0
6.17,az,0,0.0
6.18,az,0,0.0
6.19,az,0,0.0
6.2,az,0,0.0
6.21,az,0,0.0
6.22,az,0,0.0
6.23,az,0,0.0
6.24,az,0,0.0
6.25,az,0,0.0
6.26,az,0,0.0
6.2700000000000005,az,0,0.0
6.28,az,0,0.0
6.29,az,0,0.0
6.3,az,0,0.0
6.3100000000000005,az,0,0.0
6.32,az,0,0.0
6.33,az,0,0.0
6.34,az,0,0.0
6.3500000000000005,az,0,0.0
6.36,az,0,0.0
6.37,az,0,0.0
6.38,az,0,0.0
6.390000000000001,az,0,0.0
6.4,az,0,0.0
6.41,az,0,0.0
6.42,az,0,0.0
6.43,az,0,0.0
6.44,az,0,0.0
6.45,az,0,0.0
6.46,az,0,0.0
6.47,az,0,0.0
6.48,az,0,0.0
6.49,az,0,0.0
6.5,az,0,0.0
6.51,az,0,0.0
6.5200000000000005,az,0,0.0
6.53,az,0,0.0
6.54,az,0,0.0
6.55,az,0,0.0
6.5600000000000005,az,0,0.0
6.57,az,0,0.0
6.58,az,0,0.0
6.59,az,0,0.0
6.6000000000000005,az,0,0.0
6.61,az,0,0.0
6.62,az,0,0.0
6.63,az,0,0.0
6.640000000000001,az,0,0.0
6.65,az,0,0.0
6.66,az,0,0.0
6.67,az,0,0.0
6.68,az,0,0.0
6.69,az,0,0.0
6.7,az,0,0.0
6.71,az,0,0.0
6.72,az,0,0.0
6.73,az,0,0.0
6.74,az,0,0.0
6.75,az,0,0.0
6.76,az,0,0.0
6.7700000000000005,az,0,0.0
6.78,az,0,0.0
6.79,az,0,0.0
6.8,az,0,0.0
6.8100000000000005,az,0,0.0
6.82,az,0,0.0
6.83,az,0,0.0
6.84,az,0,0.0
6.8500000000000005,az,0,0.0
6.86,az,0,0.0
6.87,az,0,0.0
6.88,az,0,0.0
6.890000000000001,az,0,0.0
6.9,az,0,0.0
6.91,az,0,0.0
6.92,az,0,0.0
6.93,az,0,0.0
6.94,az,0,0.0
6.95,az,0,0.0
6.96,az,0,0.0
6.97,az,0,0.0
6.98,az,0,0.0
6.99,az,0,0.0
7.0,az,0,0.0
7.01,az,0,0.0
7.0200000000000005,az,0,0.0
7.03,az,0,0.0
7.04,az,0,0.0
7.05,az,0,0.0
7.0600000000000005,az,0,0.0
7.07,az,0,0.0
7.08,az,0,0.0
7.09,az,0,0.0
7.1000000000000005,az,0,0.0
7.11,az,0,0.0
7.12,az,0,0.0
7.13,az,0,0.0
7.140000000000001,az,0,0.0
7.15,az,0,0.0
7.16,az,0,0.0
7.17,az,0,0.0
7.18,az,0,0.0
7.19,az,0,0.0
7.2,az,0,0.0
7.21,az,0,0.0
7.22,az,0,0.0
7.23,az,0,0.0
7.24,az,0,0.0
7.25,az,0,0.0
7.26,az,0,0.0
7.2700000000000005,az,0,0.0
7.28,az,0,0.0
7.29,az,0,0.0
7.3,az,0,0.0
7.3100000000000005,az,0,0.0
7.32,az,0,0.0
7.33,az,0,0.0
7.34,az,0,0.0
7.3500000000000005,az,0,0.0
7.36,az,0,0.0
7.37,az,0,0.0
7.38,az,0,0.0
7.390000000000001,az,0,0.0
7.4,az,0,0.0
7.41,az,0,0.0
7.42,az,0,0.0
7.43,az,0,0.0
7.44,az,0,0.0
7.45,az,0,0.0
7.46,az,0,0.0
7.47,az,0,0.0
7.48,az,0,0.0
7.49,az,0,0.0
7.5,az,0,0.0
7.51,az,0,0.0
7.5200000000000005,az,0,0.0
7.53,az,0,0.0
7.54,az,0,0.0
7.55,az,0,0.0
7.5600000000000005,az,0,0.0
7.57,az,0,0.0
7.58,az,0,0.0
7.59,az,0,0.0
7.6000000000000005,az,0,0.0
7.61,az,0,0.0
7.62,az,0,0.0
7.63,az,0,0.0
7.640000000000001,az,0,0.0
7.65,az,0,0.0
7.66,az,0,0.0
7.67,az,0,0.0
7.68,az,0,0.0
7.69,az,0,0.0
7.7,az,0,0.0
7.71,az,0,0.0
7.72,az,0,0.0
7.73,az,0,0.0
7.74,az,0,0.0
7.75,az,0,0.0
7.76,az,0,0.0
7.7700000000000005,az,0,0.0
7.78,az,0,0.0
7.79,az,0,0.0
7.8,az,0,0.0
7.8100000000000005,az,0,0.0
7.82,az,0,0.0
7.83,az,0,0.0
7.84,az,0,0.0
7.8500000000000005,az,0,0.0
7.86,az,0,0.0
7.87,az,0,0.0
7.88,az,0,0.0
7.890000000000001,az,0,0.0
7.9,az,0,0.0
7.91,az,0,0.0
7.92,az,0,0.0
7.930000000000001,az,0,0.0
7.94,az,0,0.0
7.95,az,0,0.0
7.96,az,0,0.0
7.97,az,0,0.0
7.98,az,0,0.0
7.99,az,0,0.0
8.0,az,0,0.0
8.01,az,0,0.0
8.02,az,0,0.0
8.03,az,0,0.0
8.040000000000001,az,0,0.0
8.05,az,0,0.0
8.06,az,0,0.0
8.07,az,0,0.0
8.08,az,0,0.0
8.09,az,0,0.0
8.1,az,0,0.0
8.11,az,0,0.0
8.120000000000001,az,0,0.0
8.13,az,0,0.0
8.14,az,0,0.0
8.15,az,0,0.0
8.16,az,0,0.0
8.17,az,0,0.0
8.18,az,0,0.0
8.19,az,0,0.0
8.2,az,0,0.0
8.21,az,0,0.0
8.22,az,0,0.0
8.23,az,0,0.0
8.24,az,0,0.0
8.25,az,0,0.0
8.26,az,0,0.0
8.27,az,0,0.0
8.28,az,0,0.0
8.290000000000001,az,0,0.0
8.3,az,0,0.0
8.31,az,0,0.0
8.32,az,0,0.0
8.33,az,0,0.0
8.34,az,0,0.0
8.35,az,0,0.0
8.36,az,0,0.0
8.370000000000001,az,0,0.0
8.38,az,0,0.0
8.39,az,0,0.0
8.4,az,0,0.0
8.41,az,0,0.0
8.42,az,0,0.0
8.43,az,0,0.0
8.44,az,0,0.0
8.45,az,0,0.0
8.46,az,0,0.0
8.47,az,0,0.0
8.48,az,0,0.0
8.49,az,0,0.0
8.5,az,0,0.0
8.51,az,0,0.0
8.52,az,0,0.0
8.53,az,0,0.0
8.540000000000001,az,0,0.0
8.55,az,0,0.0
8.56,az,0,0.0
8.57,az,0,0.0
8.58,az,0,0.0
8.59,az,0,0.0
8.6,az,0,0.0
8.61,az,0,0.0
8.620000000000001,az,0,0.0
8.63,az,0,0.0
8.64,az,0,0.0
8.65,az,0,0.0
8.66,az,0,0.0
8.67,az,0,0.0
8.68,az,0,0.0
8.69,az,0,0.0
8.700000000000001,az,0,0.0
8.71,az,0,0.0
8.72,az,0,0.0
8.73,az,0,0.0
8.74,az,0,0.0
8.75,az,0,0.0
8.76,az,0,0.0
8.77,az,0,0.0
8.78,az,0,0.0
8.790000000000001,az,0,0.0
8.8,az,0,0.0
8.81,az,0,0.0
8.82,az,0,0.0
8.83,az,0,0.0
8.84,az,0,0.0
8.85,az,0,0.0
8.86,az,0,0.0
8.870000000000001,az,0,0.0
8.88,az,0,0.0
8.89,az,0,0.0
8.9,az,0,0.0
8.91,az,0,0.0
8.92,az,0,0.0
8.93,az,0,0.0
8.94,az,0,0.0
8.950000000000001,az,0,0.0
8.96,az,0,0.0
8.97,az,0,0.0
8.98,az,0,0.0
8.99,az,0,0.0
9.0,az,0,0.0
9.01,az,0,0.0
9.02,az,0,0.0
9.03,az,0,0.0
9.040000000000001,az,0,0.0
9.05,az,0,0.0
9.06,az,0,0.0
9.07,az,0,0.0
9.08,az,0,0.0
9.09,az,0,0.0
9.1,az,0,0.0
9.11,az,0,0.0
9.120000000000001,az,0,0.0
9.13,az,0,0.0
9.14,az,0,0.0
9.15,az,0,0.0
9.16,az,0,0.0
9.17,az,0,0.0
9.18,az,0,0.0
9.19,az,0,0.0
9.200000000000001,az,0,0.0
9.21,az,0,0.0
9.22,az,0,0.0
9.23,az,0,0.0
9.24,az,0,0.0
9.25,az,0,0.0
9.26,az,0,0.0
9.27,az,0,0.0
9.28,az,0,0.0
9.290000000000001,az,0,0.0
9.3,az,0,0.0
9.31,az,0,0.0
9.32,az,0,0.0
9.33,az,0,0.0
9.34,az,0,0.0
9.35,az,0,0.0
9.36,az,0,0.0
9.370000000000001,az,0,0.0
9.38,az,0,0.0
9.39,az,0,0.0
9.4,az,0,0.0
9.41,az,0,0.0
9.42,az,0,0.0
9.43,az,0,0.0
9.44,az,0,0.0
9.450000000000001,az,0,0.0
9.46,az,0,0.0
9.47,az,0,0.0
9.48,az,0,0.0
9.49,az,0,0.0
9.5,az,0,0.0
9.51,az,0,0.0
9.52,az,0,0.0
9.53,az,0,0.0
9.540000000000001,az,0,0.0
9.55,az,0,0.0
9.56,az,0,0.0
9.57,az,0,0.0
9.58,az,0,0.0
9.59,az,0,0.0
9.6,az,0,0.0
9.61,az,0,0.0
9.620000000000001,az,0,0.0
9.63,az,0,0.0
9.64,az,0,0.0
9.65,az,0,0.0
9.66,az,0,0.0
9.67,az,0,0.0
9.68,az,0,0.0
9.69,az,0,0.0
9.700000000000001,az,0,0.0
9.71,az,0,0.0
9.72,az,0,0.0
9.73,az,0,0.0
9.74,az,0,0.0
9.75,az,0,0.0
9.76,az,0,0.0
9.77,az,0,0.0
9.78,az,0,0.0
9.790000000000001,az,0,0.0
9.8,az,0,0.0
9.81,az,0,0.0
9.82,az,0,0.0
9.83,az,0,0.0
9.84,az,0,0.0
9.85,az,0,0.0
9.86,az,0,0.0
9.870000000000001,az,0,0.0
9.88,az,0,0.0
9.89,az,0,0.0
9.9,az,0,0.0
9.91,az,0,0.0
9.92,az,0,0.0
9.93,az,0,0.0
9.94,az,0,0.0
9.950000000000001,az,0,0.0
9.96,az,0,0.0
9.97,az,0,0.0
9.98,az,0,0.0
9.99,az,0,0.0
10.0,az,0,0.0
10.01,az,0,0.0
10.02,az,0,0.0
10.03,az,0,0.0
10.040000000000001,az,0,0.0
10.05,az,0,0.0
10.06,az,0,0.0
10.07,az,0,0.0
10.08,az,0,0.0
10.09,az,0,0.0
10.1,az,0,0.0
10.11,az,0,0.0
10.120000000000001,az,0,0.0
10.13,az,0,0.0
10.14,az,0,0.0
10.15,az,0,0.0
10.16,az,0,0.0
10.17,az,0,0.0
10.18,az,0,0.0
10.19,az,0,0.0
10.200000000000001,az,0,0.0
10.21,az,0,0.0
10.22,az,0,0.0
10.23,az,0,0.0
10.24,az,0,0.0
10.25,az,0,0.0
10.26,az,0,0.0
10.27,az,0,0.0
10.28,az,0,0.0
10.290000000000001,az,0,0.0
10.3,az,0,0.0
10.31,az,0,0.0
10.32,az,0,0.0
10.33,az,0,0.0
10.34,az,0,0.0
10.35,az,0,0.0
10.36,az,0,0.0
10.370000000000001,az,0,0.0
10.38,az,0,0.0
10.39,az,0,0.0
10.4,az,0,0.0
10.41,az,0,0.0
10.42,az,0,0.0
10.43,az,0,0.0
10.44,az,0,0.0
10.450000000000001,az,0,0.0
10.46,az,0,0.0
10.47,az,0,0.0
10.48,az,0,0.0
10.49,az,0,0.0
10.5,az,0,0.0
10.51,az,0,0.0
10.52,az,0,0.0
10.53,az,0,0.0
10.540000000000001,az,0,0.0
10.55,az,0,0.0
10.56,az,0,0.0
10.57,az,0,0.0
10.58,az,0,0.0
10.59,az,0,0.0
10.6,az,0,0.0
10.61,az,0,0.0
10.620000000000001,az,0,0.0
10.63,az,0,0.0
10.64,az,0,0.0
10.65,az,0,0.0
10.66,az,0,0.0
10.67,az,0,0.0
10.68,az,0,0.0
10.69,az,0,0.0
10.700000000000001,az,0,0.0
10.71,az,0,0.0
10.72,az,0,0.0
10.73,az,0,0.0
10.74,az,0,0.0
10.75,az,0,0.0
10.76,az,0,0.0
10.77,az,0,0.0
10.78,az,0,0.0
10.790000000000001,az,0,0.0
10.8,az,0,0.0
10.81,az,0,0.0
10.82,az,0,0.0
10.83,az,0,0.0
10.84,az,0,0.0
10.85,az,0,0.0
10.86,az,0,0.0
10.870000000000001,az,0,0.0
10.88,az,0,0.0
10.89,az,0,0.0
10.9,az,0,0.0
10.91,az,0,0.0
10.92,az,0,0.0
10.93,az,0,0.0
10.94,az,0,0.0
10.950000000000001,az,0,0.0
10.96,az,0,0.0
10.97,az,0,0.0
10.98,az,0,0.0
10.99,az,0,0.0
11.0,az,0,0.0
11.01,az,0,0.0
11.02,az,0,0.0
11.03,az,0,0.0
11.040000000000001,az,0,0.0
11.05,az,0,0.0
11.06,az,0,0.0
11.07,az,0,0.0
11.08,az,0,0.0
